Brahmin Kanyakubj
Brahmin Gaur
Brahmin Saraswat
Brahmin	Utkal
Brahmin Dravida
Brahmin Andhra
Brahmin Karnataka
Brahmin Gujrat
Brahmin Maharastra
Brahmin Bengali
Brahmin Rajasthani
Khatri
Aggarwal
Marwari
Arya Vysya
Chettiar
Scheduled Caste
Scheduled Tribe
Banik
Sindhi
Teli
Maratha
Brahmin Kannada
