Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-01-01,834,37,4.44,36,97.3,1,,21,12,2,12,3,3,1,3,60,2,40
2007-01-02,1580,86,5.44,82,95.35,4,,56,19,8,22,13,7,3,7,58.33,5,41.67
2007-01-03,456,24,5.26,24,100,0,,16,7,1,6,3,2,1,1,10,9,90
2007-01-04,309,23,7.44,22,95.65,1,,15,5,,5,5,2,4,2,25,6,75
2007-01-05,436,32,7.34,30,93.75,2,,23,5,4,5,4,2,1,2,28.57,5,71.43
2007-01-06,60,7,11.67,7,100,0,,3,4,,2,2,,,,0,8,100
2007-01-07,8,7,87.5,7,100,0,,2,2,1,2,1,,,3,20,12,80
2007-01-08,33,10,30.3,10,100,0,,6,4,2,,,,1,,0,4,100
2007-01-09,36,3,8.33,3,100,0,,3,,,1,,,,,0,3,100
2007-01-10,173,15,8.67,15,100,0,,9,6,2,4,3,1,,,0,9,100
2007-01-11,5,8,160,8,100,0,,4,3,1,2,,,1,1,11.11,8,88.89
2007-01-12,7,9,128.57,9,100,0,,5,,,1,,,,4,44.44,5,55.56
2007-01-13,8,4,50,4,100,0,,2,2,,1,1,,,,0,8,100
2007-01-14,1,5,500,5,100,0,,3,2,1,1,1,,1,,0,14,100
2007-01-15,6,7,116.67,6,85.71,1,,5,1,2,1,,,1,,0,2,100
2007-01-16,11,4,36.36,4,100,0,,1,3,2,,,,,,0,2,100
2007-01-17,9,3,33.33,3,100,0,,2,,2,,,,1,1,33.33,2,66.67
2007-01-18,10,4,40,4,100,0,,4,,,,,,,,0,11,100
2007-01-19,6,2,33.33,2,100,0,,2,,,,,,,,0,3,100
2007-01-20,18,2,11.11,2,100,0,,1,,,1,,,,1,14.29,6,85.71
2007-01-21,8,6,75,6,100,0,,2,3,,1,,,2,1,20,4,80
2007-01-22,13,1,7.69,1,100,0,,1,,,,,,,,0,3,100
2007-01-23,6,4,66.67,4,100,0,,3,1,,,,,1,,0,6,100
2007-01-24,8,1,12.5,1,100,0,,,,,1,,,,1,16.67,5,83.33
2007-01-25,2,3,150,3,100,0,,3,,,,,,,,0,7,100
2007-01-26,7,2,28.57,2,100,0,,1,,,,,,,1,14.29,6,85.71
2007-01-27,5,3,60,3,100,0,,1,2,,1,,,,,0,8,100
2007-01-28,6,8,133.33,8,100,0,,6,2,1,2,2,,1,,0,6,100
2007-01-29,8,6,75,6,100,0,,5,1,2,1,1,,1,,0,5,100
2007-01-30,5,2,40,2,100,0,,2,,,,,,,,0,9,100
2007-01-31,7,1,14.29,1,100,0,,1,,,,,1,,,0,6,100
