Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-08-01,6069,390,6.43,381,97.69,9,,233,118,38,58,36,22,12,30,78.95,8,21.05
2006-08-02,3934,260,6.61,253,97.31,7,,159,80,21,34,18,20,8,14,66.67,7,33.33
2006-08-03,3270,236,7.22,227,96.19,9,,150,57,22,33,18,20,4,20,64.52,11,35.48
2006-08-04,4137,279,6.74,275,98.57,4,,177,87,32,36,18,25,5,11,42.31,15,57.69
2006-08-05,2884,205,7.11,200,97.56,5,1,136,43,12,30,15,11,8,21,80.77,5,19.23
2006-08-06,1336,92,6.89,90,97.83,2,,52,25,12,11,7,3,4,13,68.42,6,31.58
2006-08-07,3206,208,6.49,200,96.15,8,,112,71,15,36,20,17,4,17,73.91,6,26.09
2006-08-08,4491,278,6.19,269,96.76,9,,188,72,16,30,20,22,4,9,60,6,40
2006-08-09,1314,91,6.93,91,100,0,,68,19,7,12,9,8,1,4,28.57,10,71.43
2006-08-10,2698,179,6.63,175,97.77,4,,119,49,18,29,15,13,5,7,77.78,2,22.22
2006-08-11,5739,406,7.07,402,99.01,4,,252,118,36,71,35,29,7,32,72.73,12,27.27
2006-08-12,4029,239,5.93,228,95.4,11,1,127,85,28,30,21,17,6,16,69.57,7,30.43
2006-08-13,3049,256,8.4,249,97.27,7,,154,80,26,38,16,16,7,15,83.33,3,16.67
2006-08-14,4038,271,6.71,264,97.42,7,1,159,88,24,35,20,22,5,17,73.91,6,26.09
2006-08-15,1126,86,7.64,84,97.67,2,,61,17,8,13,9,9,4,6,50,6,50
2006-08-16,1590,128,8.05,123,96.09,5,,75,40,13,18,11,6,5,8,53.33,7,46.67
2006-08-17,2308,163,7.06,160,98.16,3,,89,60,17,20,13,12,3,11,57.89,8,42.11
2006-08-18,2431,154,6.33,151,98.05,3,,98,44,14,25,15,5,4,9,69.23,4,30.77
2006-08-19,1591,104,6.54,101,97.12,3,,65,27,9,24,10,4,3,9,81.82,2,18.18
2006-08-20,1013,63,6.22,59,93.65,4,,43,12,9,8,3,3,3,4,36.36,7,63.64
2006-08-21,1314,93,7.08,89,95.7,4,1,56,28,12,8,6,9,,5,62.5,3,37.5
2006-08-22,2005,126,6.28,119,94.44,7,,76,38,10,20,9,6,4,5,55.56,4,44.44
2006-08-23,2243,149,6.64,146,97.99,3,,107,31,18,18,10,8,4,8,57.14,6,42.86
2006-08-24,2408,162,6.73,156,96.3,6,,102,38,15,21,10,6,3,16,88.89,2,11.11
2006-08-25,2322,169,7.28,166,98.22,3,3,109,46,17,26,18,16,3,11,55,9,45
2006-08-26,3066,242,7.89,235,97.11,7,,139,69,26,34,18,18,6,27,84.38,5,15.63
2006-08-27,1245,131,10.52,128,97.71,3,,88,31,13,21,10,5,6,9,75,3,25
2006-08-28,2225,183,8.22,177,96.72,6,,115,47,19,26,16,8,5,15,78.95,4,21.05
2006-08-29,2726,203,7.45,195,96.06,8,,129,56,21,26,11,11,3,10,58.82,7,41.18
2006-08-30,2118,164,7.74,159,96.95,5,,108,44,12,18,11,9,3,7,50,7,50
2006-08-31,3211,257,8,249,96.89,8,3,169,63,20,40,19,15,4,17,56.67,13,43.33
