Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-10-01,1358,78,5.74,59,75.64,19,,32,14,1,8,3,3,19,13,72.22,5,27.78
2006-10-02,1171,72,6.15,50,69.44,22,,25,14,1,6,2,2,21,11,68.75,5,31.25
2006-10-03,1111,65,5.85,53,81.54,12,1,28,12,,5,1,3,19,13,68.42,6,31.58
2006-10-04,1399,85,6.08,68,80,17,,44,9,3,4,1,7,22,15,62.5,9,37.5
2006-10-05,1294,65,5.02,49,75.38,16,,28,12,,2,2,5,23,9,52.94,8,47.06
2006-10-06,1256,82,6.53,65,79.27,17,,37,14,1,3,1,4,25,14,63.64,8,36.36
2006-10-07,1289,83,6.44,67,80.72,16,,39,18,1,9,6,3,28,10,71.43,4,28.57
2006-10-08,1297,97,7.48,78,80.41,19,,52,15,4,6,4,6,19,11,64.71,6,35.29
2006-10-09,1129,71,6.29,64,90.14,7,1,40,15,3,5,3,3,27,9,52.94,8,47.06
2006-10-10,1387,80,5.77,55,68.75,25,,36,10,3,7,3,1,15,9,69.23,4,30.77
2006-10-11,1357,81,5.97,69,85.19,12,1,46,8,3,7,6,3,23,15,57.69,11,42.31
2006-10-12,1343,103,7.67,88,85.44,15,,57,17,2,5,3,4,37,14,46.67,16,53.33
2006-10-13,1166,94,8.06,71,75.53,23,1,44,12,4,4,3,3,21,15,62.5,9,37.5
2006-10-14,1317,73,5.54,61,83.56,12,,31,15,1,4,3,3,22,15,83.33,3,16.67
2006-10-15,1346,83,6.17,64,77.11,19,,36,16,3,3,,7,28,12,50,12,50
2006-10-16,1347,80,5.94,64,80,16,,39,11,5,3,2,2,28,14,66.67,7,33.33
2006-10-17,1148,78,6.79,64,82.05,14,,41,14,4,1,1,3,23,9,81.82,2,18.18
2006-10-18,1359,77,5.67,62,80.52,15,,37,13,2,1,,4,27,12,50,12,50
2006-10-19,1192,68,5.7,57,83.82,11,,34,13,2,6,3,4,14,10,32.26,21,67.74
2006-10-20,1361,69,5.07,53,76.81,16,1,25,10,1,3,2,5,12,18,90,2,10
2006-10-21,1253,65,5.19,53,81.54,12,,27,12,,2,2,2,26,14,66.67,7,33.33
2006-10-22,1293,79,6.11,66,83.54,13,,35,17,2,4,2,5,24,14,77.78,4,22.22
2006-10-23,1279,83,6.49,70,84.34,13,,41,8,2,8,5,2,30,21,75,7,25
2006-10-25,1317,66,5.01,52,78.79,14,1,33,8,1,7,4,1,24,11,73.33,4,26.67
2006-10-26,1291,90,6.97,74,82.22,16,,51,11,2,5,2,4,27,12,50,12,50
2006-10-27,1324,77,5.82,59,76.62,18,,31,11,4,5,1,2,19,17,85,3,15
2006-10-28,1405,93,6.62,82,88.17,11,,53,13,2,3,1,3,36,16,53.33,14,46.67
2006-10-29,1398,85,6.08,71,83.53,14,,37,16,,6,1,7,32,18,64.29,10,35.71
2006-10-30,1351,69,5.11,53,76.81,16,,37,13,2,2,2,2,17,3,42.86,4,57.14
2006-10-31,1416,66,4.66,52,78.79,14,,26,11,3,4,3,2,13,15,60,10,40
