Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-11-01,1449,89,6.14,75,84.27,14,,49,13,,3,3,3,41,13,68.42,6,31.58
2006-11-02,1404,85,6.05,64,75.29,21,,38,8,4,5,4,2,27,18,64.29,10,35.71
2006-11-03,1544,104,6.74,83,79.81,21,,54,16,2,8,5,2,39,13,54.17,11,45.83
2006-11-04,1431,92,6.43,71,77.17,21,1,53,10,3,7,4,5,31,8,50,8,50
2006-11-05,1484,92,6.2,76,82.61,16,1,35,22,4,4,3,6,27,19,86.36,3,13.64
2006-11-06,1429,90,6.3,73,81.11,17,,49,3,2,6,4,4,35,21,67.74,10,32.26
2006-11-07,1423,84,5.9,70,83.33,14,1,44,11,4,,,3,34,15,50,15,50
2006-11-08,1685,108,6.41,90,83.33,18,,43,22,1,7,6,8,36,25,65.79,13,34.21
2006-11-09,1506,85,5.64,68,80,17,,35,15,4,5,3,3,21,18,56.25,14,43.75
2006-11-10,1522,107,7.03,91,85.05,16,1,53,20,7,9,5,3,29,18,58.06,13,41.94
2006-11-11,1432,84,5.87,65,77.38,19,,39,14,2,7,5,2,23,12,63.16,7,36.84
2006-11-12,1533,93,6.07,74,79.57,19,1,33,20,3,5,3,,26,21,70,9,30
2006-11-13,1266,79,6.24,64,81.01,15,,36,17,2,5,5,4,24,11,52.38,10,47.62
2006-11-14,1543,80,5.18,58,72.5,22,,33,12,2,5,4,3,19,13,65,7,35
2006-11-15,1441,92,6.38,68,73.91,24,,39,13,,6,3,4,34,16,72.73,6,27.27
2006-11-16,1436,97,6.75,77,79.38,20,,50,17,,5,1,4,38,10,45.45,12,54.55
2006-11-17,1341,81,6.04,66,81.48,15,,40,13,2,8,7,2,23,13,76.47,4,23.53
2006-11-18,1443,78,5.41,66,84.62,12,,38,11,3,7,4,1,26,17,70.83,7,29.17
2006-11-19,1278,83,6.49,63,75.9,20,1,31,20,5,7,4,1,20,12,85.71,2,14.29
2006-11-20,1599,82,5.13,66,80.49,16,,43,11,3,5,2,7,22,12,63.16,7,36.84
2006-11-21,1887,116,6.15,97,83.62,19,,57,18,7,8,6,3,27,22,75.86,7,24.14
2006-11-22,1634,73,4.47,58,79.45,15,,26,14,3,6,5,4,23,18,75,6,25
2006-11-23,1480,94,6.35,84,89.36,10,,48,24,2,6,3,5,29,12,54.55,10,45.45
2006-11-24,1497,99,6.61,82,82.83,17,1,54,18,1,7,4,4,31,10,52.63,9,47.37
2006-11-25,1605,103,6.42,77,74.76,26,,39,22,2,6,4,6,24,16,72.73,6,27.27
2006-11-26,1486,77,5.18,66,85.71,11,,41,14,3,4,4,2,25,11,68.75,5,31.25
2006-11-27,1516,105,6.93,87,82.86,18,,49,24,4,8,4,5,25,14,58.33,10,41.67
2006-11-28,1658,87,5.25,74,85.06,13,,51,19,6,9,7,3,26,4,33.33,8,66.67
2006-11-29,1518,100,6.59,87,87,13,,53,17,3,6,3,5,27,17,68,8,32
2006-11-30,1532,85,5.55,72,84.71,13,,41,15,2,8,5,6,19,16,84.21,3,15.79
