Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-10-01,2030,80,3.94,56,70,24,,42,5,1,4,3,,27,9,75,3,25
2007-10-02,2098,94,4.48,69,73.4,25,,47,9,,1,1,5,37,13,76.47,4,23.53
2007-10-03,2187,83,3.8,61,73.49,22,1,51,5,3,1,,2,35,5,35.71,9,64.29
2007-10-04,2057,72,3.5,56,77.78,16,,35,13,,2,1,3,35,8,57.14,6,42.86
2007-10-05,1877,90,4.79,66,73.33,24,1,46,8,1,3,2,,41,12,80,3,20
2007-10-06,1861,78,4.19,54,69.23,24,,37,9,,2,1,2,33,8,57.14,6,42.86
2007-10-07,2043,85,4.16,69,81.18,16,2,47,6,1,4,1,1,41,16,84.21,3,15.79
2007-10-08,2089,72,3.45,59,81.94,13,,39,9,,1,1,1,39,11,61.11,7,38.89
2007-10-09,2013,79,3.92,60,75.95,19,,45,4,1,2,2,2,41,11,78.57,3,21.43
2007-10-10,1864,73,3.92,62,84.93,11,,40,15,2,5,,1,35,7,43.75,9,56.25
2007-10-11,1997,66,3.3,52,78.79,14,,27,10,1,3,1,2,31,15,75,5,25
2007-10-12,1921,70,3.64,51,72.86,19,,32,9,,4,2,3,23,10,76.92,3,23.08
2007-10-13,1749,67,3.83,51,76.12,16,2,36,7,,1,1,4,26,8,66.67,4,33.33
2007-10-14,1928,78,4.05,65,83.33,13,,40,10,1,3,1,3,38,15,83.33,3,16.67
2007-10-15,1984,91,4.59,61,67.03,30,,41,12,1,2,1,1,30,8,61.54,5,38.46
2007-10-16,2003,76,3.79,55,72.37,21,,42,3,,4,2,2,33,10,83.33,2,16.67
2007-10-17,2160,107,4.95,87,81.31,20,,50,15,4,5,3,2,44,22,70.97,9,29.03
2007-10-18,2274,100,4.4,71,71,29,,48,8,2,1,1,1,37,15,75,5,25
2007-10-19,2039,97,4.76,66,68.04,31,,46,10,,2,1,3,33,10,71.43,4,28.57
2007-10-20,1982,102,5.15,75,73.53,27,,57,8,,4,2,3,40,10,76.92,3,23.08
2007-10-21,2187,101,4.62,73,72.28,28,,49,10,1,,,3,48,14,70,6,30
2007-10-22,2236,93,4.16,64,68.82,29,,44,11,1,4,1,2,31,9,64.29,5,35.71
2007-10-23,2125,83,3.91,66,79.52,17,,48,12,,3,2,5,33,6,75,2,25
2007-10-24,2420,101,4.17,65,64.36,36,,44,13,3,3,2,3,35,8,53.33,7,46.67
2007-10-25,2363,103,4.36,73,70.87,30,,49,12,4,3,2,2,41,12,66.67,6,33.33
2007-10-26,2247,82,3.65,58,70.73,24,,36,19,2,3,2,2,29,3,50,3,50
2007-10-27,2325,93,4,63,67.74,30,1,44,9,1,3,2,4,42,10,66.67,5,33.33
2007-10-28,2669,98,3.67,66,67.35,32,,49,10,1,,,3,46,7,70,3,30
2007-10-29,2281,107,4.69,74,69.16,33,,46,19,2,2,1,3,43,9,64.29,5,35.71
2007-10-30,2278,106,4.65,68,64.15,38,1,49,12,1,5,2,2,44,7,50,7,50
2007-10-31,1918,79,4.12,46,58.23,33,,34,6,,1,,,26,6,42.86,8,57.14
