Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-08-01,1155,62,5.37,48,77.42,14,,29,14,2,4,1,1,15,5,55.56,4,44.44
2006-08-02,1356,99,7.3,82,82.83,17,1,52,10,,8,3,3,27,20,68.97,9,31.03
2006-08-03,1154,81,7.02,67,82.72,14,,41,15,,6,1,4,23,11,52.38,10,47.62
2006-08-04,1065,76,7.14,65,85.53,11,,30,20,2,4,4,3,29,15,50,15,50
2006-08-05,1047,75,7.16,54,72,21,1,34,15,3,4,4,3,21,5,35.71,9,64.29
2006-08-06,1299,95,7.31,74,77.89,21,,45,17,4,5,5,2,31,12,63.16,7,36.84
2006-08-07,1178,75,6.37,61,81.33,14,,32,8,1,9,6,2,21,21,70,9,30
2006-08-08,1268,78,6.15,65,83.33,13,1,43,14,3,1,1,3,28,8,50,8,50
2006-08-09,1326,85,6.41,73,85.88,12,,45,16,4,10,4,5,30,12,41.38,17,58.62
2006-08-10,1326,94,7.09,75,79.79,19,,45,18,4,4,4,3,23,12,75,4,25
2006-08-11,1263,91,7.21,75,82.42,16,,54,10,4,8,3,4,25,11,64.71,6,35.29
2006-08-12,1317,91,6.91,76,83.52,15,,44,19,5,11,6,4,21,13,59.09,9,40.91
2006-08-13,1201,85,7.08,70,82.35,15,,46,12,5,7,5,3,20,12,75,4,25
2006-08-14,1293,93,7.19,75,80.65,18,1,42,17,2,5,3,1,25,16,72.73,6,27.27
2006-08-15,1235,86,6.96,65,75.58,21,,45,14,5,4,2,3,26,6,46.15,7,53.85
2006-08-16,1259,76,6.04,59,77.63,17,,41,11,2,4,3,4,19,7,41.18,10,58.82
2006-08-17,1228,61,4.97,51,83.61,10,,26,16,,4,1,6,21,9,56.25,7,43.75
2006-08-18,1285,86,6.69,67,77.91,19,,38,18,5,5,2,3,21,11,52.38,10,47.62
2006-08-19,1229,83,6.75,66,79.52,17,,43,15,3,4,2,,20,8,66.67,4,33.33
2006-08-20,1199,91,7.59,78,85.71,13,,52,18,3,6,2,6,26,8,44.44,10,55.56
2006-08-21,1042,65,6.24,53,81.54,12,2,31,10,5,2,2,6,22,12,92.31,1,7.69
2006-08-22,1518,82,5.4,73,89.02,9,,40,16,3,10,5,2,20,17,77.27,5,22.73
2006-08-23,1186,67,5.65,55,82.09,12,,32,11,4,4,3,3,16,12,63.16,7,36.84
2006-08-24,1186,84,7.08,70,83.33,14,,43,16,2,7,4,6,20,11,73.33,4,26.67
2006-08-25,1292,80,6.19,64,80,16,1,43,9,3,5,3,1,29,12,54.55,10,45.45
2006-08-26,1203,82,6.82,72,87.8,10,,38,19,1,6,5,2,33,15,55.56,12,44.44
2006-08-27,1224,87,7.11,68,78.16,19,,43,16,2,4,3,5,22,9,64.29,5,35.71
2006-08-28,1262,69,5.47,55,79.71,14,,31,13,3,7,4,2,18,11,61.11,7,38.89
2006-08-29,1184,69,5.83,56,81.16,13,,23,16,1,4,4,1,25,17,70.83,7,29.17
2006-08-30,1189,62,5.21,48,77.42,14,,27,12,2,2,,2,19,9,52.94,8,47.06
2006-08-31,1159,85,7.33,71,83.53,14,,38,24,,4,4,1,37,9,37.5,15,62.5
