Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-02-01,2,0,0,0,,0,,,,,,,,,,0,6,100
2007-02-02,2,1,50,1,100,0,,1,,,,,,,,0,5,100
2007-02-03,6,0,0,0,,0,,,,,,,,,,0,8,100
2007-02-04,4,1,25,1,100,0,,,1,,,,,,,0,8,100
2007-02-05,1,2,200,2,100,0,,2,,,1,,,1,,0,8,100
2007-02-06,3,0,0,0,,0,,,,,,,,,,0,5,100
2007-02-07,3,0,0,0,,0,,,,,,,,,,0,5,100
2007-02-08,1,0,0,0,,0,,,,,,,,,,0,6,100
2007-02-09,2,1,50,1,100,0,,1,,,1,,,,,0,6,100
2007-02-10,3,0,0,0,,0,,,,,,,,,,0,4,100
2007-02-11,1,0,0,0,,0,,,,,,,,,,0,7,100
2007-02-12,,2,,2,100,0,,1,1,,1,1,,,,0,6,100
2007-02-13,3,5,166.67,5,100,0,,4,,1,,,3,,1,12.5,7,87.5
2007-02-14,2,3,150,3,100,0,,2,1,1,1,1,,,,0,2,100
2007-02-15,4,2,50,2,100,0,,2,,,1,,,,,0,6,100
2007-02-16,,1,,1,100,0,,1,,1,,,,,,0,14,100
2007-02-17,4,1,25,1,100,0,,,1,,1,1,,,,0,6,100
2007-02-18,,1,,1,100,0,,1,,,,,,,,0,4,100
2007-02-19,,1,,1,100,0,1,,1,,,,,1,,0,4,100
2007-02-20,3,1,33.33,1,100,0,,1,,,1,1,,,,0,7,100
2007-02-21,,1,,1,100,0,,1,,,,,,,,0,14,100
2007-02-22,1,0,0,0,,0,,,,,,,,,,0,4,100
2007-02-23,1,1,100,1,100,0,,1,,,,,,,,0,5,100
2007-02-24,2,3,150,3,100,0,,3,,,1,,1,,,0,9,100
2007-02-25,3,1,33.33,1,100,0,,1,,,1,1,,,,0,6,100
2007-02-26,1,0,0,0,,0,,,,,,,,,,0,8,100
2007-02-27,1,3,300,3,100,0,,3,,,1,,1,1,,0,5,100
2007-02-28,,4,,4,100,0,,3,1,,,,1,,,0,5,100
