Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-02-01,2504,133,5.31,98,73.68,35,,62,19,2,1,1,3,57,17,58.62,12,41.38
2007-02-02,2067,89,4.31,69,77.53,20,,49,8,,4,3,,43,12,63.16,7,36.84
2007-02-03,2500,115,4.6,92,80,23,,57,14,,2,1,,71,21,61.76,13,38.24
2007-02-04,2536,158,6.23,131,82.91,27,1,80,18,,,,1,95,33,73.33,12,26.67
2007-02-05,2422,114,4.71,91,79.82,23,,58,12,2,4,3,1,58,21,55.26,17,44.74
2007-02-06,2674,104,3.89,87,83.65,17,,52,15,1,2,1,2,64,20,66.67,10,33.33
2007-02-07,2675,102,3.81,84,82.35,18,,63,14,1,5,4,4,48,7,35,13,65
2007-02-08,2650,99,3.74,74,74.75,25,,56,8,1,4,3,1,56,10,50,10,50
2007-02-09,2232,96,4.3,79,82.29,17,1,62,5,2,4,4,2,49,12,52.17,11,47.83
2007-02-10,2679,111,4.14,95,85.59,16,1,64,15,3,3,1,1,62,16,64,9,36
2007-02-11,2561,101,3.94,85,84.16,16,,54,13,2,4,2,1,55,18,54.55,15,45.45
2007-02-12,2698,104,3.85,85,81.73,19,,55,10,3,3,3,1,48,20,58.82,14,41.18
2007-02-13,2728,113,4.14,92,81.42,21,,51,21,,5,4,3,58,20,57.14,15,42.86
2007-02-14,2552,98,3.84,79,80.61,19,1,55,10,,1,1,3,42,14,70,6,30
2007-02-15,2852,140,4.91,113,80.71,27,,71,24,1,5,3,4,69,18,50,18,50
2007-02-16,2691,126,4.68,105,83.33,21,,76,9,1,2,,2,59,20,46.51,23,53.49
2007-02-17,2791,136,4.87,103,75.74,33,1,69,9,3,5,4,2,57,25,65.79,13,34.21
2007-02-18,2936,129,4.39,112,86.82,17,,72,16,1,1,1,7,61,24,77.42,7,22.58
2007-02-19,3055,148,4.84,123,83.11,25,2,79,16,4,8,4,5,68,28,71.79,11,28.21
2007-02-20,3012,127,4.22,104,81.89,23,1,64,20,1,6,5,3,68,20,57.14,15,42.86
2007-02-21,3309,160,4.84,139,86.88,21,,83,19,3,4,1,7,81,37,58.73,26,41.27
2007-02-22,3414,111,3.25,97,87.39,14,,79,6,,3,2,4,55,12,57.14,9,42.86
2007-02-23,2810,123,4.38,104,84.55,19,1,71,15,1,3,1,9,54,18,54.55,15,45.45
2007-02-24,3242,144,4.44,122,84.72,22,,86,18,3,6,5,5,66,18,46.15,21,53.85
2007-02-25,2985,140,4.69,119,85,21,,80,16,,8,3,2,76,23,63.89,13,36.11
2007-02-26,3413,140,4.1,118,84.29,22,,82,16,5,3,1,4,71,20,58.82,14,41.18
2007-02-27,3374,140,4.15,117,83.57,23,,79,12,1,5,2,1,63,26,70.27,11,29.73
2007-02-28,3276,137,4.18,114,83.21,23,2,75,10,2,2,1,4,59,29,67.44,14,32.56
