Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-09-01,2786,158,5.67,133,84.18,25,,71,39,18,8,4,4,23,23,76.67,7,23.33
2007-09-02,2737,159,5.81,129,81.13,30,,74,37,8,15,11,6,17,18,85.71,3,14.29
2007-09-03,7412,383,5.17,307,80.16,76,2,153,86,28,40,16,21,47,68,87.18,10,12.82
2007-09-04,7051,454,6.44,353,77.75,101,,198,90,30,30,16,17,47,65,84.42,12,15.58
2007-09-05,7033,370,5.26,282,76.22,88,2,144,74,17,35,17,19,31,64,90.14,7,9.86
2007-09-06,8978,447,4.98,333,74.5,114,,174,84,26,50,21,20,34,75,84.27,14,15.73
2007-09-07,6843,381,5.57,292,76.64,89,,167,78,28,38,17,22,33,47,85.45,8,14.55
2007-09-08,6950,416,5.99,331,79.57,85,1,184,82,28,50,27,28,43,65,87.84,9,12.16
2007-09-09,6640,392,5.9,320,81.63,72,2,186,72,46,52,22,13,27,62,89.86,7,10.14
2007-09-10,7095,407,5.74,318,78.13,89,,162,86,33,46,20,18,35,70,90.91,7,9.09
2007-09-11,6998,378,5.4,296,78.31,82,,169,58,30,32,16,14,28,69,90.79,7,9.21
2007-09-12,6864,381,5.55,317,83.2,64,3,163,83,37,32,14,17,34,71,93.42,5,6.58
2007-09-13,6664,399,5.99,322,80.7,77,1,164,74,28,40,20,17,46,84,86.6,13,13.4
2007-09-14,6630,396,5.97,299,75.51,97,,162,74,37,32,13,19,31,63,91.3,6,8.7
2007-09-15,6355,367,5.77,282,76.84,85,,153,59,34,47,16,12,27,70,88.61,9,11.39
2007-09-16,6181,383,6.2,317,82.77,66,1,182,69,26,42,21,23,42,66,86.84,10,13.16
2007-09-17,7077,423,5.98,320,75.65,103,1,164,82,39,45,23,15,39,74,87.06,11,12.94
2007-09-18,7177,438,6.1,329,75.11,109,1,174,85,35,53,25,23,38,70,84.34,13,15.66
2007-09-19,6686,354,5.29,271,76.55,83,,135,79,24,29,14,14,19,57,87.69,8,12.31
2007-09-20,6644,385,5.79,310,80.52,75,4,167,73,29,39,21,12,39,70,87.5,10,12.5
2007-09-21,7134,399,5.59,328,82.21,71,,170,85,31,40,25,22,50,73,83.91,14,16.09
2007-09-22,7270,400,5.5,334,83.5,66,1,175,89,23,51,27,24,28,70,92.11,6,7.89
2007-09-23,1136,422,37.15,340,80.57,82,,174,102,35,48,19,23,37,64,94.12,4,5.88
2007-09-24,7060,360,5.1,288,80,72,1,149,84,38,39,20,24,34,55,83.33,11,16.67
2007-09-25,7460,446,5.98,371,83.18,75,,189,92,30,61,34,19,42,90,94.74,5,5.26
2007-09-26,7511,432,5.75,337,78.01,95,,178,82,29,35,14,22,35,77,88.51,10,11.49
2007-09-27,8117,456,5.62,374,82.02,82,2,213,91,30,54,26,23,35,70,86.42,11,13.58
2007-09-28,7800,462,5.92,373,80.74,89,1,197,89,34,53,20,24,34,87,93.55,6,6.45
2007-09-29,7993,432,5.4,352,81.48,80,1,187,86,35,47,17,24,33,79,96.34,3,3.66
2007-09-30,7523,442,5.88,358,81,84,4,196,88,29,48,22,19,37,74,91.36,7,8.64
