Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-09-01,1108,63,5.69,46,73.02,17,,27,9,1,1,,1,18,10,38.46,16,61.54
2007-09-02,1048,69,6.58,48,69.57,21,,28,12,2,3,2,2,21,8,53.33,7,46.67
2007-09-03,1229,69,5.61,46,66.67,23,,29,8,1,5,2,,16,9,60,6,40
2007-09-04,1200,56,4.67,36,64.29,20,,17,9,,1,1,2,16,10,52.63,9,47.37
2007-09-05,1210,63,5.21,45,71.43,18,,25,9,3,4,2,2,10,11,78.57,3,21.43
2007-09-06,1230,70,5.69,56,80,14,,32,11,3,2,2,,27,13,56.52,10,43.48
2007-09-07,1199,65,5.42,41,63.08,24,,24,11,2,5,1,1,19,6,40,9,60
2007-09-08,1208,62,5.13,46,74.19,16,,26,10,1,1,,,16,10,52.63,9,47.37
2007-09-09,1265,69,5.45,46,66.67,23,,30,7,,3,1,1,20,9,56.25,7,43.75
2007-09-10,1389,68,4.9,46,67.65,22,,24,13,,9,6,2,19,9,56.25,7,43.75
2007-09-11,1197,72,6.02,55,76.39,17,,35,11,3,3,1,2,26,9,40.91,13,59.09
2007-09-12,1156,49,4.24,31,63.27,18,,12,12,,6,5,2,7,7,70,3,30
2007-09-13,1170,56,4.79,38,67.86,18,,29,4,5,2,2,3,12,5,71.43,2,28.57
2007-09-14,1013,54,5.33,34,62.96,20,,21,7,,,,3,13,6,35.29,11,64.71
2007-09-15,1004,41,4.08,21,51.22,20,,13,2,2,1,1,,10,6,54.55,5,45.45
2007-09-16,950,47,4.95,28,59.57,19,,16,5,,1,1,1,12,7,38.89,11,61.11
2007-09-17,1111,64,5.76,47,73.44,17,,25,16,1,3,3,1,20,6,40,9,60
2007-09-18,1154,73,6.33,45,61.64,28,,23,11,1,2,2,,24,11,64.71,6,35.29
2007-09-19,1147,59,5.14,39,66.1,20,,28,4,1,,,2,10,7,50,7,50
2007-09-20,1178,62,5.26,40,64.52,22,,27,7,,1,,1,15,6,60,4,40
2007-09-21,1295,64,4.94,32,50,32,,17,8,,1,,2,16,7,41.18,10,58.82
2007-09-22,1276,75,5.88,45,60,30,,31,7,,2,,3,17,7,50,7,50
2007-09-23,371,83,22.37,48,57.83,35,,28,6,3,3,2,2,18,14,56,11,44
2007-09-24,1168,51,4.37,36,70.59,15,,20,8,1,3,1,2,14,8,40,12,60
2007-09-25,1226,47,3.83,28,59.57,19,,18,4,1,2,1,,12,6,40,9,60
2007-09-26,1142,60,5.25,43,71.67,17,,28,6,,2,1,1,19,9,50,9,50
2007-09-27,1219,57,4.68,40,70.18,17,,25,6,1,2,2,3,12,9,64.29,5,35.71
2007-09-28,1040,64,6.15,48,75,16,,33,10,1,11,6,4,21,5,41.67,7,58.33
2007-09-29,1118,55,4.92,39,70.91,16,,24,11,2,,,2,16,4,50,4,50
2007-09-30,1280,53,4.14,37,69.81,16,,23,10,1,7,5,3,12,4,50,4,50
