Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-11-01,35,1,2.86,1,100,0,,1,,,,,,,,0,5,100
2006-11-02,36,4,11.11,4,100,0,,3,,,,,1,,1,33.33,2,66.67
2006-11-03,52,5,9.62,5,100,0,,3,2,,,,2,1,,0,1,100
2006-11-04,17,1,5.88,1,100,0,1,,1,,,,1,,,0,5,100
2006-11-05,28,2,7.14,2,100,0,,,2,,1,,,1,,0,2,100
2006-11-06,32,3,9.38,3,100,0,1,1,2,,2,1,,,,0,2,100
2006-11-07,35,6,17.14,5,83.33,1,,1,3,1,1,1,,,1,50,1,50
2006-11-08,47,0,0,0,,0,,,,,,,,,,0,9,100
2006-11-09,38,3,7.89,3,100,0,,1,2,,,,,,,0,1,100
2006-11-10,40,0,0,0,,0,,,,,,,,,,0,1,100
2006-11-11,29,5,17.24,4,80,1,,2,1,,2,1,,1,1,33.33,2,66.67
2006-11-12,26,4,15.38,4,100,0,,2,1,1,1,1,,,1,50,1,50
2006-11-13,33,4,12.12,4,100,0,,2,2,1,,,,,,0,3,100
2006-11-14,31,3,9.68,3,100,0,,1,2,2,,,,,,0,3,100
2006-11-15,42,2,4.76,2,100,0,,2,,,,,,1,,0,1,100
2006-11-16,49,6,12.24,6,100,0,,3,3,1,,,,,,0,1,100
2006-11-17,23,6,26.09,6,100,0,,3,3,,2,1,,,,0,4,100
2006-11-18,49,7,14.29,7,100,0,,5,1,1,1,,,1,1,25,3,75
2006-11-19,31,2,6.45,2,100,0,,,1,,,,,,1,20,4,80
2006-11-20,38,2,5.26,2,100,0,,2,,,,,2,,,0,2,100
2006-11-21,36,4,11.11,4,100,0,,2,2,1,1,,1,,,0,4,100
2006-11-22,36,4,11.11,4,100,0,,1,1,,,,,,2,66.67,1,33.33
2006-11-23,24,2,8.33,1,50,1,,1,,,,,,,,0,3,100
2006-11-24,40,5,12.5,5,100,0,,2,1,1,1,,,3,2,40,3,60
2006-11-25,44,2,4.55,2,100,0,,,2,,,,,,,0,5,100
2006-11-26,28,0,0,0,,0,,,,,,,,,,0,3,100
2006-11-27,25,3,12,3,100,0,,,1,,,,,1,2,40,3,60
2006-11-28,41,0,0,0,,0,,,,,,,,,,0,6,100
2006-11-29,41,1,2.44,1,100,0,,,1,,,,,,,0,6,100
2006-11-30,21,0,0,0,,0,,,,,,,,,,0,2,100
