Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-10-01,1215,59,4.86,29,49.15,30,1,13,5,1,,,3,8,11,52.38,10,47.62
2007-10-02,1068,56,5.24,36,64.29,20,1,25,9,2,4,1,1,17,2,25,6,75
2007-10-03,1082,55,5.08,34,61.82,21,,23,6,,4,1,,19,5,38.46,8,61.54
2007-10-04,1072,46,4.29,30,65.22,16,1,21,6,,2,2,1,18,3,25,9,75
2007-10-05,1041,53,5.09,39,73.58,14,,21,10,1,3,1,4,19,8,53.33,7,46.67
2007-10-06,1061,56,5.28,34,60.71,22,,22,7,3,3,3,2,15,5,35.71,9,64.29
2007-10-07,1018,59,5.8,46,77.97,13,2,31,9,1,4,1,1,23,6,40,9,60
2007-10-08,1095,56,5.11,43,76.79,13,1,25,10,,3,3,1,22,8,44.44,10,55.56
2007-10-09,1072,57,5.32,32,56.14,25,,18,10,3,1,1,,15,4,44.44,5,55.56
2007-10-10,1057,55,5.2,34,61.82,21,1,15,8,,1,,2,13,11,68.75,5,31.25
2007-10-11,1056,39,3.69,21,53.85,18,,11,7,,,,,12,3,33.33,6,66.67
2007-10-12,996,43,4.32,23,53.49,20,,12,6,2,1,,,15,5,31.25,11,68.75
2007-10-13,974,58,5.95,39,67.24,19,,23,8,1,1,1,3,14,8,61.54,5,38.46
2007-10-14,1013,48,4.74,32,66.67,16,,20,9,,1,,2,13,3,42.86,4,57.14
2007-10-15,1084,66,6.09,41,62.12,25,,26,8,1,5,3,1,22,7,50,7,50
2007-10-16,1265,57,4.51,30,52.63,27,,20,6,,2,2,1,10,4,57.14,3,42.86
2007-10-17,1125,61,5.42,38,62.3,23,,25,7,3,2,,1,14,6,50,6,50
2007-10-18,1123,64,5.7,41,64.06,23,,24,7,1,2,2,3,16,10,62.5,6,37.5
2007-10-19,1036,58,5.6,31,53.45,27,,15,7,,2,1,,14,9,60,6,40
2007-10-20,1057,62,5.87,40,64.52,22,,27,6,1,4,1,2,11,7,50,7,50
2007-10-21,1077,51,4.74,27,52.94,24,,16,5,1,,,,11,6,60,4,40
2007-10-22,1163,58,4.99,39,67.24,19,,24,7,3,,,2,12,8,61.54,5,38.46
2007-10-23,1123,59,5.25,36,61.02,23,,24,5,1,2,1,2,10,7,70,3,30
2007-10-24,1194,60,5.03,34,56.67,26,1,26,2,2,1,1,2,11,6,75,2,25
2007-10-25,1186,49,4.13,26,53.06,23,,16,5,1,4,1,2,10,5,38.46,8,61.54
2007-10-26,1107,61,5.51,40,65.57,21,,22,9,1,3,2,,14,9,60,6,40
2007-10-27,1280,57,4.45,26,45.61,31,,18,3,,2,2,,11,5,50,5,50
2007-10-28,1182,69,5.84,40,57.97,29,,23,6,3,6,3,3,16,11,68.75,5,31.25
2007-10-29,1208,63,5.22,36,57.14,27,,27,3,1,1,1,2,19,6,42.86,8,57.14
2007-10-30,1394,54,3.87,26,48.15,28,1,15,6,,2,1,1,10,5,55.56,4,44.44
2007-10-31,1209,65,5.38,27,41.54,38,,18,6,2,2,1,1,9,3,42.86,4,57.14
