Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-11-01,12788,743,5.81,643,86.54,100,3,356,125,39,77,44,29,182,162,77.51,47,22.49
2006-11-02,12820,767,5.98,674,87.87,93,1,383,124,46,71,41,29,186,167,76.26,52,23.74
2006-11-03,12609,757,6,667,88.11,90,,364,129,47,77,35,32,168,174,78.38,48,21.62
2006-11-04,12263,701,5.72,633,90.3,68,2,359,109,41,71,33,36,147,165,80.49,40,19.51
2006-11-05,11650,669,5.74,593,88.64,76,1,336,123,33,57,24,37,147,134,83.23,27,16.77
2006-11-06,13565,755,5.57,658,87.15,97,1,366,136,52,56,37,34,170,156,81.68,35,18.32
2006-11-07,13654,773,5.66,679,87.84,94,,350,144,44,76,37,30,182,185,80.09,46,19.91
2006-11-08,14587,790,5.42,703,88.99,87,3,367,148,45,74,38,44,179,188,81.03,44,18.97
2006-11-09,15149,800,5.28,687,85.88,113,,372,139,32,83,35,39,199,176,77.19,52,22.81
2006-11-10,13864,759,5.47,668,88.01,91,5,369,117,39,75,44,35,160,182,80.89,43,19.11
2006-11-11,13553,807,5.95,702,86.99,105,2,402,143,46,76,48,42,178,157,81.77,35,18.23
2006-11-12,13997,790,5.64,696,88.1,94,3,385,147,40,87,50,40,170,164,81.59,37,18.41
2006-11-13,14253,783,5.49,689,87.99,94,,372,143,41,79,37,38,190,174,77.33,51,22.67
2006-11-14,13787,757,5.49,662,87.45,95,3,370,122,45,74,36,39,173,170,80.95,40,19.05
2006-11-15,12677,703,5.55,618,87.91,85,5,354,121,42,64,24,36,177,143,80.34,35,19.66
2006-11-16,12742,735,5.77,641,87.21,94,2,351,146,41,61,31,44,167,144,78.26,40,21.74
2006-11-17,12227,702,5.74,621,88.46,81,2,324,124,42,65,34,38,157,173,79.36,45,20.64
2006-11-18,12668,779,6.15,656,84.21,123,,364,123,34,79,41,41,146,169,84.92,30,15.08
2006-11-19,12017,733,6.1,648,88.4,85,,338,137,52,84,45,28,154,173,82.78,36,17.22
2006-11-20,13043,747,5.73,648,86.75,99,1,361,122,51,67,34,24,183,165,82.91,34,17.09
2006-11-21,13697,799,5.83,663,82.98,136,1,362,145,40,89,46,31,175,156,77.23,46,22.77
2006-11-22,12472,688,5.52,581,84.45,107,1,295,112,47,79,38,21,151,174,81.69,39,18.31
2006-11-23,12689,763,6.01,657,86.11,106,3,350,139,54,70,42,33,181,168,79.62,43,20.38
2006-11-24,12568,686,5.46,604,88.05,82,,317,127,49,68,33,39,137,160,79.6,41,20.4
2006-11-25,12692,730,5.75,626,85.75,104,2,349,114,50,73,38,39,135,163,84.9,29,15.1
2006-11-26,11539,757,6.56,648,85.6,109,1,361,135,37,70,35,46,157,152,83.52,30,16.48
2006-11-27,12727,781,6.14,670,85.79,111,1,365,133,45,71,36,50,170,172,79.26,45,20.74
2006-11-28,10568,657,6.22,543,82.65,114,2,290,113,31,53,30,32,134,140,77.35,41,22.65
2006-11-29,11276,696,6.17,588,84.48,108,2,312,125,44,53,27,40,159,151,80.32,37,19.68
2006-11-30,12433,672,5.4,555,82.59,117,1,306,102,33,68,36,30,161,147,78.19,41,21.81
