Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-08-01,4099,273,6.66,268,98.17,5,,173,77,24,68,29,20,15,18,81.82,4,18.18
2006-08-02,3837,310,8.08,307,99.03,3,,183,106,33,60,33,24,7,18,78.26,5,21.74
2006-08-03,2421,202,8.34,198,98.02,4,,130,50,22,38,14,12,9,18,64.29,10,35.71
2006-08-04,1846,178,9.64,173,97.19,5,,111,49,18,45,24,10,5,13,54.17,11,45.83
2006-08-05,816,72,8.82,72,100,0,1,44,22,7,18,9,6,3,6,60,4,40
2006-08-06,435,64,14.71,64,100,0,,50,14,3,19,7,3,3,,0,6,100
2006-08-07,544,49,9.01,48,97.96,1,1,26,16,6,10,6,4,2,6,50,6,50
2006-08-08,199,20,10.05,20,100,0,,12,7,1,4,1,2,1,1,16.67,5,83.33
2006-08-09,64,6,9.38,6,100,0,,4,2,,,,,,,0,10,100
2006-08-10,51,7,13.73,7,100,0,,4,2,,,,,,1,25,3,75
2006-08-11,76,20,26.32,20,100,0,,11,6,1,7,5,1,,3,33.33,6,66.67
2006-08-12,60,5,8.33,4,80,1,,1,3,,1,1,,,,0,6,100
2006-08-13,34,8,23.53,8,100,0,,7,,1,1,,,,1,25,3,75
2006-08-14,51,5,9.8,5,100,0,,1,3,1,1,1,,,1,16.67,5,83.33
2006-08-15,32,4,12.5,4,100,0,,1,3,1,1,,,,,0,5,100
2006-08-16,47,6,12.77,6,100,0,,3,2,1,,,1,,1,12.5,7,87.5
2006-08-17,60,4,6.67,4,100,0,,2,1,,1,1,1,,1,14.29,6,85.71
2006-08-18,3881,205,5.28,204,99.51,1,,147,48,22,39,23,18,6,9,69.23,4,30.77
2006-08-19,4950,321,6.48,316,98.44,5,,201,100,37,74,34,15,8,15,83.33,3,16.67
2006-08-20,2360,165,6.99,163,98.79,2,,104,46,12,39,22,10,7,13,65,7,35
2006-08-21,2586,145,5.61,143,98.62,2,,89,50,18,25,14,5,5,4,80,1,20
2006-08-22,5254,301,5.73,299,99.34,2,1,185,88,30,52,21,15,20,26,89.66,3,10.34
2006-08-23,6129,365,5.96,359,98.36,6,1,221,118,39,63,33,23,6,20,76.92,6,23.08
2006-08-24,3419,179,5.24,178,99.44,1,,119,48,13,46,26,13,6,11,84.62,2,15.38
2006-08-25,2955,143,4.84,141,98.6,2,,85,40,11,33,10,13,5,16,66.67,8,33.33
2006-08-26,2517,105,4.17,102,97.14,3,1,66,32,8,26,14,8,5,4,44.44,5,55.56
2006-08-27,1225,99,8.08,95,95.96,4,,62,25,9,29,10,7,3,8,72.73,3,27.27
2006-08-28,2811,127,4.52,124,97.64,3,,67,45,16,36,16,3,2,12,75,4,25
2006-08-29,240,30,12.5,30,100,0,,19,9,1,9,3,1,3,2,28.57,5,71.43
2006-08-30,93,12,12.9,12,100,0,,6,5,2,2,1,,1,1,14.29,6,85.71
2006-08-31,75,18,24,18,100,0,,11,6,1,5,1,,1,1,7.14,13,92.86
