Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-08-01,11732,715,6.09,595,83.22,120,2,279,133,41,50,31,32,167,183,79.57,47,20.43
2006-08-02,10700,689,6.44,589,85.49,100,,319,122,35,81,45,34,178,148,74.75,50,25.25
2006-08-03,15364,852,5.55,731,85.8,121,1,369,138,35,72,41,35,227,224,76.71,68,23.29
2006-08-04,12761,723,5.67,618,85.48,105,1,317,120,43,64,31,30,192,181,73.28,66,26.72
2006-08-05,13986,817,5.84,725,88.74,92,2,397,137,49,80,44,33,200,191,76.71,58,23.29
2006-08-06,12641,757,5.99,655,86.53,102,4,353,119,59,66,35,29,177,183,79.22,48,20.78
2006-08-07,13682,792,5.79,669,84.47,123,1,363,116,48,88,49,30,190,190,76.61,58,23.39
2006-08-08,12443,805,6.47,676,83.98,129,1,371,112,51,63,30,35,209,193,77.51,56,22.49
2006-08-09,12397,785,6.33,649,82.68,136,2,345,123,41,67,36,31,179,181,79.74,46,20.26
2006-08-10,12343,777,6.3,645,83.01,132,,343,130,41,65,28,34,171,172,75.44,56,24.56
2006-08-11,12345,793,6.42,661,83.35,132,2,344,130,39,78,47,34,206,187,78.24,52,21.76
2006-08-12,12667,840,6.63,706,84.05,134,3,370,148,58,86,47,29,186,188,78.01,53,21.99
2006-08-13,11494,830,7.22,719,86.63,111,2,393,146,51,93,42,34,181,180,78.6,49,21.4
2006-08-14,12481,823,6.59,696,84.57,127,2,359,153,45,85,48,37,166,184,81.78,41,18.22
2006-08-15,12169,883,7.26,761,86.18,122,1,405,160,54,95,56,40,204,196,82.35,42,17.65
2006-08-16,12158,864,7.11,727,84.14,137,2,390,162,51,84,37,39,182,175,81.4,40,18.6
2006-08-17,13071,716,5.48,594,82.96,122,,318,129,43,63,27,33,184,147,79.03,39,20.97
2006-08-18,11811,803,6.8,676,84.18,127,1,346,131,42,74,43,39,171,199,80.57,48,19.43
2006-08-19,12039,869,7.22,749,86.19,120,2,398,157,60,92,46,42,171,194,82.2,42,17.8
2006-08-20,11906,897,7.53,792,88.29,105,1,446,165,59,89,42,46,165,181,79.74,46,20.26
2006-08-21,12158,783,6.44,650,83.01,133,1,360,117,44,81,48,38,150,173,81.22,40,18.78
2006-08-22,12895,883,6.85,746,84.48,137,2,399,138,44,88,40,46,194,209,77.12,62,22.88
2006-08-23,11206,812,7.25,679,83.62,133,2,381,134,53,81,37,18,176,164,76.28,51,23.72
2006-08-24,10329,668,6.47,575,86.08,93,1,320,109,44,66,36,28,145,146,76.84,44,23.16
2006-08-25,10752,780,7.25,641,82.18,139,1,347,122,50,66,31,32,145,172,78.18,48,21.82
2006-08-26,10958,756,6.9,644,85.19,112,2,373,129,43,57,40,38,161,142,75.94,45,24.06
2006-08-27,10194,766,7.51,637,83.16,129,,354,127,63,79,43,29,152,156,75,52,25
2006-08-28,11691,796,6.81,692,86.93,104,3,351,152,44,80,42,29,170,189,75.9,60,24.1
2006-08-29,14155,939,6.63,805,85.73,134,,433,165,55,92,47,51,205,207,74.73,70,25.27
2006-08-30,13012,820,6.3,710,86.59,110,,372,146,55,74,32,41,171,192,80,48,20
2006-08-31,12618,768,6.09,666,86.72,102,2,342,137,56,78,46,43,144,187,81.66,42,18.34
