Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-08-01,39,5,12.82,4,80,1,,1,2,,2,2,,,1,33.33,2,66.67
2006-08-02,53,5,9.43,5,100,0,,1,3,1,1,1,,,1,33.33,2,66.67
2006-08-03,38,2,5.26,2,100,0,,,2,,,,1,,,0,1,100
2006-08-04,29,3,10.34,2,66.67,1,,1,1,,,,,,,0,1,100
2006-08-05,32,4,12.5,4,100,0,,2,1,,,,,1,1,25,3,75
2006-08-06,33,4,12.12,4,100,0,,3,,,,,,,1,25,3,75
2006-08-07,35,8,22.86,6,75,2,,,4,,1,,,2,2,28.57,5,71.43
2006-08-08,31,1,3.23,1,100,0,,1,,,,,1,,,0,2,100
2006-08-09,54,8,14.81,8,100,0,,6,1,,2,,,1,1,50,1,50
2006-08-10,28,2,7.14,2,100,0,,2,,1,,,,,,0,1,100
2006-08-11,34,3,8.82,1,33.33,2,,,1,,,,,,,0,2,100
2006-08-12,46,11,23.91,10,90.91,1,,6,3,1,2,1,2,1,1,14.29,6,85.71
2006-08-13,45,3,6.67,3,100,0,,2,,,,,1,,1,50,1,50
2006-08-14,44,4,9.09,4,100,0,,3,,1,,,1,,1,33.33,2,66.67
2006-08-15,58,2,3.45,2,100,0,1,1,,,,,1,,1,16.67,5,83.33
2006-08-16,47,4,8.51,3,75,1,,1,1,1,,,1,,1,25,3,75
2006-08-17,40,4,10,4,100,0,,2,,,1,,,,2,40,3,60
2006-08-18,56,5,8.93,5,100,0,,3,2,,,,,1,,0,2,100
2006-08-19,42,2,4.76,2,100,0,,2,,,,,,1,,0,2,100
2006-08-20,44,5,11.36,5,100,0,,4,1,1,,,,1,,0,1,100
2006-08-21,25,3,12,3,100,0,,2,1,,1,1,,2,,0,1,100
2006-08-22,64,8,12.5,8,100,0,,4,3,,,,2,,1,50,1,50
2006-08-23,54,9,16.67,8,88.89,1,,4,4,2,,,,4,,0,1,100
2006-08-24,45,8,17.78,8,100,0,,4,3,,,,1,,1,50,1,50
2006-08-25,50,4,8,4,100,0,,2,2,1,,,1,1,,0,2,100
2006-08-26,52,4,7.69,4,100,0,,2,1,,,,,,1,14.29,6,85.71
2006-08-27,45,1,2.22,1,100,0,,1,,,,,,,,0,2,100
2006-08-28,51,6,11.76,4,66.67,2,,2,1,,,,1,1,1,20,4,80
2006-08-29,46,3,6.52,3,100,0,1,3,,,,,,1,,0,5,100
2006-08-30,66,5,7.58,4,80,1,,2,1,,,,,,1,14.29,6,85.71
2006-08-31,40,3,7.5,3,100,0,,1,2,2,,,,1,,0,13,100
