Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-12-01,2,2,100,2,100,0,,2,,,,,,,,0,6,100
2006-12-02,2,3,150,3,100,0,,3,,,1,1,1,1,,0,7,100
2006-12-03,3,2,66.67,2,100,0,,,2,2,,,,,,0,6,100
2006-12-04,4,3,75,3,100,0,,2,,,2,1,,1,1,20,4,80
2006-12-05,,1,,1,100,0,,1,,,1,1,,,,0,5,100
2006-12-06,,2,,2,100,0,,1,1,,,,,,,0,3,100
2006-12-07,,2,,2,100,0,,1,1,,,,,,,0,5,100
2006-12-08,,2,,2,100,0,,2,,,1,1,,,,0,4,100
2006-12-09,,2,,2,100,0,,2,,,,,,1,,0,9,100
2006-12-10,,0,,0,,0,,,,,,,,,,0,3,100
2006-12-11,1,2,200,2,100,0,,2,,,,,,,,0,1,100
2006-12-12,,5,,5,100,0,,3,2,2,1,,1,,,0,5,100
2006-12-13,,4,,4,100,0,,4,,,2,2,,,,0,4,100
2006-12-14,,2,,2,100,0,,2,,,1,1,,,,0,11,100
2006-12-15,,0,,0,,0,,,,,,,,,,0,7,100
2006-12-16,,2,,2,100,0,,1,1,,1,,,,,0,5,100
2006-12-17,,0,,0,,0,,,,,,,,,,0,4,100
2006-12-18,1,7,700,7,100,0,,4,3,,1,1,,,,0,3,100
2006-12-19,1,5,500,5,100,0,,5,,1,1,1,,,,0,3,100
2006-12-20,1,0,0,0,,0,,,,,,,,,,0,4,100
2006-12-21,,5,,5,100,0,,4,,,1,,1,,1,9.09,10,90.91
2006-12-22,1,8,800,8,100,0,2,4,3,,4,1,3,,1,16.67,5,83.33
2006-12-23,,3,,3,100,0,,1,1,,,,,,1,25,3,75
2006-12-24,1,4,400,4,100,0,2,3,1,,1,,,1,,0,5,100
2006-12-25,,2,,2,100,0,1,1,1,,1,,,,,0,10,100
2006-12-26,1,7,700,7,100,0,,5,2,1,3,1,,1,,0,6,100
2006-12-28,2,0,0,0,,0,,,,,,,,,,,0,
2006-12-29,1,5,500,5,100,0,,3,1,1,3,1,1,,1,33.33,2,66.67
2006-12-30,,2,,2,100,0,,1,1,,1,1,,1,,0,4,100
2006-12-31,,2,,2,100,0,,1,1,,,,1,,,0,9,100
