Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-09-01,66,22,33.33,22,100,0,,14,6,5,6,4,,,2,33.33,4,66.67
2006-09-02,59,24,40.68,23,95.83,1,,14,7,1,10,5,,1,2,33.33,4,66.67
2006-09-03,40,19,47.5,18,94.74,1,,10,8,2,4,3,1,1,,0,10,100
2006-09-04,73,9,12.33,9,100,0,,5,4,,1,,1,,,0,3,100
2006-09-05,60,11,18.33,11,100,0,,7,3,2,,,1,,1,14.29,6,85.71
2006-09-06,67,8,11.94,7,87.5,1,,4,1,,2,2,,1,2,28.57,5,71.43
2006-09-07,68,11,16.18,11,100,0,,8,2,1,3,2,1,,1,12.5,7,87.5
2006-09-08,66,9,13.64,9,100,0,,6,3,1,2,1,,,,0,6,100
2006-09-09,61,6,9.84,6,100,0,,3,3,,1,1,1,,,0,3,100
2006-09-10,44,6,13.64,6,100,0,,5,1,,3,2,2,,,0,7,100
2006-09-11,65,8,12.31,8,100,0,,3,3,1,1,,1,,2,25,6,75
2006-09-12,60,26,43.33,26,100,0,,20,5,3,8,5,2,2,1,25,3,75
2006-09-13,61,11,18.03,11,100,0,,10,1,,2,1,2,,,0,6,100
2006-09-14,56,7,12.5,7,100,0,,2,5,1,1,,2,,,0,8,100
2006-09-15,56,9,16.07,9,100,0,,6,2,,,,1,2,1,33.33,2,66.67
2006-09-16,52,2,3.85,2,100,0,,2,,,1,,,,,0,4,100
2006-09-17,43,6,13.95,6,100,0,,4,,2,1,,,1,2,66.67,1,33.33
2006-09-18,68,8,11.76,8,100,0,,6,,1,2,2,,,2,33.33,4,66.67
2006-09-19,58,8,13.79,8,100,0,,7,1,,4,2,,,,0,2,100
2006-09-20,50,15,30,15,100,0,,9,4,1,2,1,2,2,2,40,3,60
2006-09-21,62,7,11.29,7,100,0,,5,,1,2,2,,,2,50,2,50
2006-09-22,47,11,23.4,11,100,0,,9,1,,3,2,1,1,1,33.33,2,66.67
2006-09-23,38,14,36.84,14,100,0,,9,4,1,1,1,1,1,1,16.67,5,83.33
2006-09-24,26,7,26.92,6,85.71,1,,5,,2,2,1,,,1,25,3,75
2006-09-25,51,9,17.65,7,77.78,2,,5,1,,2,1,,1,1,5.88,16,94.12
2006-09-26,50,8,16,8,100,0,,5,2,1,2,1,,,1,25,3,75
2006-09-27,44,11,25,11,100,0,,10,1,2,,,2,,,0,5,100
2006-09-28,14,9,64.29,9,100,0,,8,,2,1,,1,,1,14.29,6,85.71
2006-09-29,16,5,31.25,5,100,0,,2,3,1,1,1,1,,,0,4,100
2006-09-30,9,5,55.56,1,20,4,,1,,,,,,,,0,3,100
