Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-09-01,1471,66,4.49,56,84.85,10,,39,12,,3,3,,31,5,26.32,14,73.68
2007-09-02,1427,56,3.92,40,71.43,16,,26,8,1,,,,24,6,46.15,7,53.85
2007-09-03,2347,84,3.58,63,75,21,1,43,12,2,1,1,3,41,8,80,2,20
2007-09-04,2319,90,3.88,71,78.89,19,,48,9,3,3,2,3,38,14,66.67,7,33.33
2007-09-05,2458,95,3.86,65,68.42,30,,40,12,1,1,1,2,35,13,68.42,6,31.58
2007-09-06,1744,66,3.78,50,75.76,16,2,33,8,2,2,1,3,28,9,69.23,4,30.77
2007-09-07,1696,82,4.83,66,80.49,16,,47,10,1,,,4,43,9,64.29,5,35.71
2007-09-08,1804,81,4.49,57,70.37,24,1,40,6,,3,1,2,36,11,73.33,4,26.67
2007-09-09,2005,73,3.64,58,79.45,15,,42,10,,,,2,37,6,46.15,7,53.85
2007-09-10,1962,86,4.38,58,67.44,28,,44,7,1,3,3,1,33,7,50,7,50
2007-09-11,1914,73,3.81,52,71.23,21,,37,9,,4,2,1,26,6,54.55,5,45.45
2007-09-12,1685,63,3.74,46,73.02,17,,18,9,,1,,3,27,19,82.61,4,17.39
2007-09-13,1895,77,4.06,64,83.12,13,1,40,14,,1,1,2,37,10,50,10,50
2007-09-14,1751,59,3.37,49,83.05,10,1,33,9,1,2,2,2,25,7,70,3,30
2007-09-15,1602,71,4.43,55,77.46,16,,43,3,1,3,2,1,38,9,75,3,25
2007-09-16,1714,75,4.38,60,80,15,1,42,8,2,1,1,6,35,10,58.82,7,41.18
2007-09-17,1773,75,4.23,58,77.33,17,,37,10,1,1,1,1,35,11,52.38,10,47.62
2007-09-18,1840,94,5.11,67,71.28,27,1,50,7,1,4,,2,38,10,66.67,5,33.33
2007-09-19,1934,73,3.77,52,71.23,21,,39,9,1,1,1,,32,4,50,4,50
2007-09-20,1908,75,3.93,58,77.33,17,,38,9,2,3,3,2,35,11,78.57,3,21.43
2007-09-21,1847,71,3.84,49,69.01,22,,32,11,,1,1,4,25,6,50,6,50
2007-09-22,1994,83,4.16,66,79.52,17,,48,7,1,,,,44,11,68.75,5,31.25
2007-09-23,737,80,10.85,60,75,20,,37,10,,2,,2,35,13,81.25,3,18.75
2007-09-24,1907,73,3.83,56,76.71,17,,39,8,,1,1,3,32,9,75,3,25
2007-09-25,2069,77,3.72,59,76.62,18,,37,10,,4,3,3,32,12,70.59,5,29.41
2007-09-26,2081,101,4.85,70,69.31,31,,50,10,2,4,1,,34,10,58.82,7,41.18
2007-09-27,2026,88,4.34,66,75,22,,47,7,1,2,2,3,42,12,57.14,9,42.86
2007-09-28,1801,74,4.11,50,67.57,24,,39,7,,4,2,1,31,4,57.14,3,42.86
2007-09-29,1926,72,3.74,56,77.78,16,,37,5,1,4,4,1,32,14,70,6,30
2007-09-30,2341,82,3.5,61,74.39,21,,48,4,2,2,,3,42,9,60,6,40
