Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-03-01,1285,54,4.2,42,77.78,12,,25,11,,6,2,3,17,6,50,6,50
2007-03-02,1298,41,3.16,31,75.61,10,1,20,3,,,,4,14,8,47.06,9,52.94
2007-03-03,1413,47,3.33,27,57.45,20,,14,5,,,,1,17,8,42.11,11,57.89
2007-03-04,1364,34,2.49,25,73.53,9,,16,4,1,1,1,,15,5,45.45,6,54.55
2007-03-05,1406,65,4.62,44,67.69,21,,23,12,3,1,1,1,22,9,40.91,13,59.09
2007-03-06,1422,61,4.29,39,63.93,22,,23,13,4,1,,1,22,3,27.27,8,72.73
2007-03-07,1443,57,3.95,40,70.18,17,,21,12,1,2,2,4,22,7,53.85,6,46.15
2007-03-08,1271,41,3.23,30,73.17,11,,19,8,1,2,2,,19,3,27.27,8,72.73
2007-03-09,1253,54,4.31,37,68.52,17,,19,6,1,2,1,,18,12,75,4,25
2007-03-10,1384,50,3.61,39,78,11,,19,12,,4,3,3,20,8,47.06,9,52.94
2007-03-11,2606,49,1.88,34,69.39,15,,22,7,1,1,1,,19,5,55.56,4,44.44
2007-03-12,1286,38,2.95,25,65.79,13,,18,6,,3,2,,14,1,14.29,6,85.71
2007-03-13,1283,55,4.29,37,67.27,18,1,23,9,1,7,4,1,18,5,50,5,50
2007-03-14,1346,45,3.34,32,71.11,13,,16,7,1,1,1,2,18,9,56.25,7,43.75
2007-03-15,1207,54,4.47,34,62.96,20,,21,6,,1,,,19,7,41.18,10,58.82
2007-03-16,1067,0,0,0,,0,,,,,,,,,,,0,
2007-03-17,1290,50,3.88,38,76,12,1,19,11,1,6,3,1,15,8,42.11,11,57.89
2007-03-18,1154,52,4.51,36,69.23,16,,26,7,2,5,2,,17,3,50,3,50
2007-03-19,1183,44,3.72,29,65.91,15,,21,7,,2,,,16,1,12.5,7,87.5
2007-03-20,1301,57,4.38,43,75.44,14,,29,7,,6,3,3,21,7,41.18,10,58.82
2007-03-21,1238,33,2.67,26,78.79,7,,13,9,2,2,1,,12,4,80,1,20
2007-03-22,1213,64,5.28,47,73.44,17,1,27,9,2,6,3,2,25,11,47.83,12,52.17
2007-03-23,1148,0,0,0,,0,,,,,,,,,,,0,
2007-03-24,1185,40,3.38,23,57.5,17,,14,6,2,,,,15,3,23.08,10,76.92
2007-03-25,1153,46,3.99,34,73.91,12,,23,8,2,4,4,2,14,3,33.33,6,66.67
2007-03-26,1164,46,3.95,36,78.26,10,,24,2,2,3,1,1,16,10,66.67,5,33.33
2007-03-27,540,0,0,0,,0,,,,,,,,,,,0,
2007-03-28,423,0,0,0,,0,,,,,,,,,,,0,
2007-03-29,407,0,0,0,,0,,,,,,,,,,,0,
2007-03-30,456,0,0,0,,0,,,,,,,,,,,0,
2007-03-31,858,7,0.82,4,57.14,3,,2,2,,,,,4,,0,5,100
