Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-12-01,30,3,10,3,100,0,,2,1,,1,,,1,,0,3,100
2006-12-02,26,0,0,0,,0,,,,,,,,,,0,6,100
2006-12-03,41,1,2.44,1,100,0,,1,,,,,,,,0,3,100
2006-12-04,48,3,6.25,3,100,0,,,3,1,1,1,,,,0,6,100
2006-12-05,39,4,10.26,4,100,0,,2,2,,,,,2,,0,6,100
2006-12-06,43,6,13.95,5,83.33,1,,2,3,1,,,,,,0,1,100
2006-12-07,24,3,12.5,3,100,0,,2,1,1,,,,,,0,5,100
2006-12-08,29,2,6.9,2,100,0,,,1,,,,,,1,33.33,2,66.67
2006-12-09,38,2,5.26,2,100,0,,1,,,1,1,1,,1,25,3,75
2006-12-10,47,3,6.38,3,100,0,,3,,,,,,,,0,3,100
2006-12-11,47,5,10.64,5,100,0,,1,2,,,,1,1,2,66.67,1,33.33
2006-12-12,35,7,20,7,100,0,,5,,,2,1,,1,2,33.33,4,66.67
2006-12-13,39,2,5.13,2,100,0,,1,1,,1,,,,,0,4,100
2006-12-14,37,2,5.41,2,100,0,1,1,,,,,,1,1,33.33,2,66.67
2006-12-15,23,3,13.04,2,66.67,1,,1,1,,,,,,,0,2,100
2006-12-16,21,3,14.29,2,66.67,1,,1,1,,,,,1,,0,2,100
2006-12-17,37,0,0,0,,0,,,,,,,,,,0,4,100
2006-12-18,38,4,10.53,4,100,0,,4,,,,,,,,0,1,100
2006-12-19,49,3,6.12,3,100,0,,,,,2,1,1,,3,75,1,25
2006-12-20,38,2,5.26,2,100,0,,1,1,,1,,,1,,0,2,100
2006-12-21,45,6,13.33,6,100,0,1,3,3,1,1,1,2,1,,0,3,100
2006-12-22,58,3,5.17,3,100,0,,2,,,,,,,1,33.33,2,66.67
2006-12-23,38,5,13.16,3,60,2,,3,,,,,,1,,0,3,100
2006-12-24,29,6,20.69,6,100,0,,3,2,,4,3,,1,1,14.29,6,85.71
2006-12-25,30,2,6.67,1,50,1,,1,,1,,,,,,0,4,100
2006-12-26,36,3,8.33,2,66.67,1,,1,1,,,,,1,,0,1,100
2006-12-28,37,0,0,0,,0,,,,,,,,,,,0,
2006-12-29,37,3,8.11,3,100,0,,3,,,,,2,,,0,2,100
2006-12-30,36,1,2.78,1,100,0,,1,,,,,,1,,0,4,100
2006-12-31,25,0,0,0,,0,,,,,,,,,,0,9,100
