Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-03-01,,2,,2,100,0,,2,,,1,1,,,,0,5,100
2007-03-02,,0,,0,,0,,,,,,,,,,0,6,100
2007-03-03,,1,,0,0,1,,,,,,,,,,0,7,100
2007-03-04,2,1,50,1,100,0,,1,,,,,,,,0,5,100
2007-03-05,,2,,2,100,0,,1,,,1,,,,1,14.29,6,85.71
2007-03-06,,1,,1,100,0,,,1,,1,1,,,,0,4,100
2007-03-07,1,1,100,1,100,0,,1,,,,,,,,0,4,100
2007-03-08,,0,,0,,0,,,,,,,,,,0,5,100
2007-03-09,1,1,100,1,100,0,,1,,,,,,,,0,1,100
2007-03-10,,0,,0,,0,,,,,,,,,,0,2,100
2007-03-11,,0,,0,,0,,,,,,,,,,0,3,100
2007-03-12,,2,,2,100,0,,2,,,1,,,,,0,5,100
2007-03-13,,3,,3,100,0,,2,1,,,,,,,0,3,100
2007-03-14,,1,,1,100,0,,1,,,1,,,,,0,4,100
2007-03-15,1,1,100,1,100,0,,1,,,,,,,,0,7,100
2007-03-16,,0,,0,,0,,,,,,,,,,,0,
2007-03-17,1,0,0,0,,0,,,,,,,,,,0,6,100
2007-03-18,,0,,0,,0,,,,,,,,,,0,2,100
2007-03-19,,2,,2,100,0,,2,,1,,,,,,0,3,100
2007-03-20,2,2,100,2,100,0,,2,,1,,,,,,0,6,100
2007-03-21,9,1,11.11,1,100,0,,1,,1,,,,,,0,1,100
2007-03-22,,1,,1,100,0,,1,,,1,,,,,0,8,100
2007-03-23,3,0,0,0,,0,,,,,,,,,,,0,
2007-03-24,,0,,0,,0,,,,,,,,,,0,5,100
2007-03-25,,1,,1,100,0,,1,,,,,,,,0,3,100
2007-03-26,,0,,0,,0,,,,,,,,,,0,3,100
2007-03-27,1,0,0,0,,0,,,,,,,,,,,0,
2007-03-28,,0,,0,,0,,,,,,,,,,,0,
2007-03-29,,0,,0,,0,,,,,,,,,,,0,
2007-03-30,1,0,0,0,,0,,,,,,,,,,,0,
2007-03-31,,1,,1,100,0,,,,,,,,,1,16.67,5,83.33
