Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-01-01,,2,,2,100,0,,1,1,,,,1,,,0,2,100
2007-01-02,1,0,0,0,,0,,,,,,,,,,0,4,100
2007-01-03,4,0,0,0,,0,,,,,,,,,,0,9,100
2007-01-04,1,1,100,1,100,0,,,1,1,,,,,,0,6,100
2007-01-05,,1,,1,100,0,,1,,,,,,,,0,5,100
2007-01-06,,4,,4,100,0,,3,1,1,,,,,,0,8,100
2007-01-07,,4,,4,100,0,,2,2,3,1,1,,,,0,11,100
2007-01-08,,2,,2,100,0,,1,1,,2,1,,,,0,4,100
2007-01-09,,0,,0,,0,,,,,,,,,,0,3,100
2007-01-10,,1,,1,100,0,,1,,,,,,,,0,9,100
2007-01-11,1,1,100,1,100,0,,1,,1,,,,,,0,8,100
2007-01-12,,2,,2,100,0,,2,,,,,,,,0,5,100
2007-01-13,,3,,3,100,0,,3,,,2,2,1,,,0,8,100
2007-01-14,,4,,4,100,0,,3,,1,1,1,,,1,7.14,13,92.86
2007-01-15,,3,,3,100,0,,2,1,,1,,,,,0,2,100
2007-01-16,,2,,2,100,0,,1,,,,,1,,1,33.33,2,66.67
2007-01-17,4,3,75,3,100,0,,1,1,1,,,,,1,33.33,2,66.67
2007-01-18,2,0,0,0,,0,,,,,,,,,,0,11,100
2007-01-19,8,2,25,2,100,0,,2,,,,,1,,,0,3,100
2007-01-20,,0,,0,,0,,,,,,,,,,0,6,100
2007-01-21,1,0,0,0,,0,,,,,,,,,,0,4,100
2007-01-22,,3,,3,100,0,,1,2,1,,,,,,0,3,100
2007-01-23,,0,,0,,0,,,,,,,,,,0,6,100
2007-01-24,,0,,0,,0,,,,,,,,,,0,5,100
2007-01-25,,0,,0,,0,,,,,,,,,,0,7,100
2007-01-26,1,2,200,2,100,0,,1,1,1,,,,,,0,6,100
2007-01-27,1,1,100,1,100,0,,,1,,,,,,,0,8,100
2007-01-28,,4,,4,100,0,,4,,1,,,1,2,,0,6,100
2007-01-29,,2,,2,100,0,,1,1,,1,,,,,0,5,100
2007-01-30,1,4,400,3,75,1,,2,1,,1,,1,,,0,9,100
2007-01-31,,2,,1,50,1,,,1,1,,,,,,0,6,100
