Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-10-01,3,13,433.33,11,84.62,2,,9,2,1,2,2,1,1,,0,4,100
2006-10-02,9,11,122.22,11,100,0,1,7,1,1,2,1,,,3,60,2,40
2006-10-03,38,17,44.74,16,94.12,1,,10,4,2,3,3,,1,2,33.33,4,66.67
2006-10-04,53,18,33.96,18,100,0,,12,1,2,4,3,1,1,5,71.43,2,28.57
2006-10-05,47,10,21.28,10,100,0,,5,4,1,,,2,1,1,25,3,75
2006-10-06,11,10,90.91,10,100,0,,7,,,,,2,1,3,33.33,6,66.67
2006-10-07,1064,73,6.86,71,97.26,2,,48,17,6,10,5,3,1,6,66.67,3,33.33
2006-10-08,1143,88,7.7,88,100,0,,60,24,10,19,10,6,,4,57.14,3,42.86
2006-10-09,1451,71,4.89,68,95.77,3,,37,27,5,8,5,3,2,4,44.44,5,55.56
2006-10-10,336,37,11.01,37,100,0,,19,12,4,8,5,1,2,6,75,2,25
2006-10-11,12,8,66.67,7,87.5,1,,4,2,2,1,1,,,1,20,4,80
2006-10-12,37,21,56.76,20,95.24,1,,14,5,4,6,4,,2,1,33.33,2,66.67
2006-10-13,10,15,150,15,100,0,,9,6,1,2,2,,1,,0,3,100
2006-10-14,9,10,111.11,10,100,0,,5,4,1,2,,,1,1,33.33,2,66.67
2006-10-15,2,10,500,10,100,0,,7,2,1,,,,2,1,12.5,7,87.5
2006-10-16,5,8,160,8,100,0,,6,1,2,1,1,,,1,25,3,75
2006-10-17,5,12,240,12,100,0,,10,1,1,,,1,,1,50,1,50
2006-10-18,16,10,62.5,10,100,0,,7,,1,1,1,1,,3,23.08,10,76.92
2006-10-19,113,20,17.7,19,95,1,,13,3,2,,,2,,3,13.64,19,86.36
2006-10-20,252,13,5.16,12,92.31,1,,9,3,3,3,2,,,,0,1,100
2006-10-21,18,2,11.11,1,50,1,,1,,,,,,,,0,3,100
2006-10-22,14,7,50,7,100,0,,5,1,,,,,1,1,50,1,50
2006-10-23,576,44,7.64,44,100,0,,22,20,4,4,1,1,3,2,40,3,60
2006-10-25,879,68,7.74,65,95.59,3,,26,31,7,13,8,3,5,8,88.89,1,11.11
2006-10-26,672,45,6.7,44,97.78,1,,27,16,3,3,1,3,,1,12.5,7,87.5
2006-10-27,697,43,6.17,43,100,0,,16,22,5,4,2,,1,5,71.43,2,28.57
2006-10-28,10,18,180,17,94.44,1,1,11,5,3,1,1,1,,1,9.09,10,90.91
2006-10-29,4,11,275,9,81.82,2,,5,4,1,,,1,,,0,8,100
2006-10-30,988,77,7.79,76,98.7,1,,43,31,8,8,4,6,2,2,40,3,60
2006-10-31,214,28,13.08,26,92.86,2,,15,10,2,3,3,2,,1,12.5,7,87.5
