Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-02-01,6,5,83.33,5,100,0,,4,1,,1,,,,,0,8,100
2007-02-02,4,2,50,2,100,0,,1,1,,,,,,,0,11,100
2007-02-03,3,1,33.33,1,100,0,,1,,,,,,,,0,11,100
2007-02-04,7,2,28.57,2,100,0,,2,,,,,,,,0,12,100
2007-02-05,3,2,66.67,2,100,0,,2,,,,,1,,,0,9,100
2007-02-06,6,3,50,3,100,0,,3,,1,1,,,,,0,4,100
2007-02-07,6,3,50,3,100,0,,2,,1,1,1,,,1,20,4,80
2007-02-08,4,0,0,0,,0,,,,,,,,,,0,5,100
2007-02-09,2,2,100,2,100,0,,2,,,,,,,,0,5,100
2007-02-10,1,0,0,0,,0,,,,,,,,,,0,5,100
2007-02-11,2,1,50,1,100,0,,,1,,1,1,,,,0,5,100
2007-02-12,,6,,6,100,0,,3,1,,1,1,1,,2,22.22,7,77.78
2007-02-13,4,6,150,6,100,0,,2,3,,,,,,1,16.67,5,83.33
2007-02-14,5,4,80,4,100,0,,2,1,,1,1,,2,1,10,9,90
2007-02-15,2,0,0,0,,0,,,,,,,,,,0,6,100
2007-02-16,3,1,33.33,1,100,0,,1,,,,,,,,0,5,100
2007-02-17,4,3,75,3,100,0,,3,,1,1,,,,,0,5,100
2007-02-18,3,1,33.33,0,0,1,,,,,,,,,,0,6,100
2007-02-19,2,3,150,3,100,0,,3,,,1,1,,,,0,5,100
2007-02-20,3,4,133.33,4,100,0,,4,,,,,,,,0,4,100
2007-02-21,2,3,150,3,100,0,,1,1,,1,,,,1,12.5,7,87.5
2007-02-22,,3,,3,100,0,,3,,,1,1,,,,0,5,100
2007-02-23,5,2,40,2,100,0,,1,1,,,,,,,0,3,100
2007-02-24,1,3,300,3,100,0,,3,,,,,,,,0,3,100
2007-02-25,2,3,150,3,100,0,,3,,,1,,,1,,0,3,100
2007-02-26,2,2,100,2,100,0,,1,1,,,,,1,,0,4,100
2007-02-27,4,2,50,2,100,0,,1,1,,,,,,,0,4,100
2007-02-28,,5,,4,80,1,,4,,1,,,2,,,0,7,100
