Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-09-01,10727,616,5.74,539,87.5,77,2,265,113,32,52,33,25,146,161,82.14,35,17.86
2006-09-02,13660,845,6.19,741,87.69,104,2,368,166,48,90,50,39,196,207,77.82,59,22.18
2006-09-03,11771,819,6.96,716,87.42,103,3,396,149,49,75,35,44,148,171,79.17,45,20.83
2006-09-04,13107,812,6.2,724,89.16,88,2,376,142,59,91,53,40,166,206,82.73,43,17.27
2006-09-05,13712,906,6.61,779,85.98,127,3,382,163,48,91,47,38,194,234,79.59,60,20.41
2006-09-06,12858,892,6.94,785,88,107,,402,155,48,77,40,48,180,228,78.62,62,21.38
2006-09-07,14327,852,5.95,718,84.27,134,1,387,135,50,80,37,50,188,196,75.97,62,24.03
2006-09-08,13868,872,6.29,721,82.68,151,1,384,128,50,101,49,37,154,209,82.61,44,17.39
2006-09-09,14353,820,5.71,688,83.9,132,2,362,133,54,86,41,43,143,193,77.2,57,22.8
2006-09-10,12960,842,6.5,723,85.87,119,,354,170,58,84,47,34,157,199,80.57,48,19.43
2006-09-11,13107,786,6,670,85.24,116,,355,140,56,71,35,41,170,175,77.78,50,22.22
2006-09-12,12992,773,5.95,679,87.84,94,,392,112,51,71,34,42,161,175,82.55,37,17.45
2006-09-13,13120,824,6.28,723,87.74,101,1,375,144,52,83,43,35,189,204,79.38,53,20.62
2006-09-14,12894,756,5.86,655,86.64,101,1,345,114,46,75,46,40,153,196,81.33,45,18.67
2006-09-15,12594,749,5.95,662,88.38,87,1,330,127,53,85,48,39,151,205,82.66,43,17.34
2006-09-16,12657,763,6.03,643,84.27,120,1,330,127,52,73,38,35,158,186,79.49,48,20.51
2006-09-17,11725,789,6.73,683,86.57,106,1,345,162,49,83,38,37,164,176,80,44,20
2006-09-18,12501,767,6.14,634,82.66,133,2,345,129,53,71,32,27,155,160,80.81,38,19.19
2006-09-19,12628,779,6.17,661,84.85,118,,337,160,46,75,35,38,169,164,81.59,37,18.41
2006-09-20,13158,766,5.82,624,81.46,142,3,350,113,54,66,33,41,160,161,80.9,38,19.1
2006-09-21,13266,783,5.9,656,83.78,127,2,366,120,43,57,29,43,165,170,82.13,37,17.87
2006-09-22,13135,719,5.47,600,83.45,119,1,319,123,36,68,41,38,154,158,79.8,40,20.2
2006-09-23,13096,757,5.78,636,84.02,121,3,316,119,56,68,35,48,147,201,90.54,21,9.46
2006-09-24,12931,824,6.37,677,82.16,147,2,375,130,40,64,31,33,154,172,83.5,34,16.5
2006-09-25,13518,848,6.27,703,82.9,145,1,377,139,62,80,44,36,199,187,76.64,57,23.36
2006-09-26,13797,920,6.67,772,83.91,148,3,397,157,57,81,45,56,196,218,80.74,52,19.26
2006-09-27,12631,823,6.52,683,82.99,140,1,386,112,43,76,32,43,160,185,80.09,46,19.91
2006-09-28,11860,747,6.3,631,84.47,116,2,349,119,54,75,36,38,128,163,79.9,41,20.1
2006-09-29,12065,763,6.32,634,83.09,129,1,297,133,38,78,43,29,144,204,81.6,46,18.4
2006-09-30,12509,747,5.97,228,30.52,519,,130,41,16,36,16,9,40,57,89.06,7,10.94
