Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-03-01,15692,878,5.6,763,86.9,115,,389,186,59,106,56,35,94,188,91.71,17,8.29
2007-03-02,15646,858,5.48,730,85.08,128,1,392,162,66,81,43,46,96,176,88.44,23,11.56
2007-03-03,16793,933,5.56,835,89.5,98,2,455,193,82,108,59,43,120,187,87.38,27,12.62
2007-03-04,15409,811,5.26,694,85.57,117,2,381,174,46,111,53,50,109,139,90.26,15,9.74
2007-03-05,17035,916,5.38,802,87.55,114,1,434,174,73,109,63,42,104,194,87,29,13
2007-03-06,16197,853,5.27,743,87.1,110,1,394,172,57,100,43,30,99,177,91.24,17,8.76
2007-03-07,15380,899,5.85,786,87.43,113,1,408,176,62,103,51,57,98,202,91.4,19,8.6
2007-03-08,15939,846,5.31,730,86.29,116,3,391,151,61,98,53,36,93,188,92.16,16,7.84
2007-03-09,15630,889,5.69,788,88.64,101,,401,164,75,102,53,52,96,223,91.77,20,8.23
2007-03-10,16433,934,5.68,819,87.69,115,7,427,201,68,120,55,60,90,191,92.27,16,7.73
2007-03-11,30860,875,2.84,777,88.8,98,3,419,181,66,103,44,50,92,177,89.39,21,10.61
2007-03-12,16928,851,5.03,755,88.72,96,2,404,162,65,108,51,49,99,189,91.75,17,8.25
2007-03-13,16388,935,5.71,791,84.6,144,,411,175,78,120,60,48,121,205,87.98,28,12.02
2007-03-14,16185,884,5.46,746,84.39,138,,389,164,62,123,68,43,96,193,91.04,19,8.96
2007-03-15,16345,846,5.18,721,85.22,125,,391,155,75,92,38,39,93,175,90.21,19,9.79
2007-03-16,15592,0,0,0,,0,,,,,,,,,,,0,
2007-03-17,16066,853,5.31,753,88.28,100,,379,182,66,90,49,44,111,192,88.89,24,11.11
2007-03-18,15575,897,5.76,774,86.29,123,4,387,195,63,102,47,43,89,192,92.75,15,7.25
2007-03-19,15716,911,5.8,770,84.52,141,2,393,178,59,130,66,43,110,199,88.44,26,11.56
2007-03-20,16202,848,5.23,707,83.37,141,1,382,116,66,90,47,46,102,209,87.82,29,12.18
2007-03-21,15138,864,5.71,754,87.27,110,,405,148,66,105,52,50,103,201,90.95,20,9.05
2007-03-22,15180,815,5.37,717,87.98,98,1,408,129,57,87,48,37,114,180,86.54,28,13.46
2007-03-23,13989,0,0,0,,0,,,,,,,,,,,0,
2007-03-24,14943,826,5.53,696,84.26,130,1,368,151,60,83,40,35,88,177,89.85,20,10.15
2007-03-25,14172,846,5.97,703,83.1,143,1,376,139,51,94,44,43,100,188,90.82,19,9.18
2007-03-26,15677,838,5.35,693,82.7,145,3,354,151,69,77,36,40,92,188,88.26,25,11.74
2007-03-27,15026,0,0,0,,0,,,,,,,,,,,0,
2007-03-28,15186,0,0,0,,0,,,,,,,,,,,0,
2007-03-29,15051,0,0,0,,0,,,,,,,,,,,0,
2007-03-30,14481,0,0,0,,0,,,,,,,,,,,0,
2007-03-31,29306,896,3.06,773,86.27,123,2,386,164,74,117,54,43,87,223,94.89,12,5.11
