Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-09-01,15,44,293.33,42,95.45,2,,31,7,3,5,2,3,1,4,50,4,50
2006-09-02,50,47,94,46,97.87,1,,27,13,3,10,7,5,1,6,60,4,40
2006-09-03,436,59,13.53,58,98.31,1,,34,16,7,8,6,3,2,8,44.44,10,55.56
2006-09-04,1410,105,7.45,104,99.05,1,,67,33,9,15,5,11,4,4,57.14,3,42.86
2006-09-05,272,57,20.96,56,98.25,1,1,42,9,3,10,6,7,2,5,41.67,7,58.33
2006-09-06,532,56,10.53,55,98.21,1,,40,12,2,7,5,3,5,3,37.5,5,62.5
2006-09-07,1398,95,6.8,94,98.95,1,,62,20,10,6,5,5,20,12,75,4,25
2006-09-08,6921,533,7.7,511,95.87,22,,197,142,44,60,30,37,29,172,91.49,16,8.51
2006-09-09,2853,187,6.55,176,94.12,11,,103,44,18,25,9,10,15,29,93.55,2,6.45
2006-09-10,176,56,31.82,52,92.86,4,,17,18,3,11,4,2,1,17,70.83,7,29.17
2006-09-11,1583,150,9.48,144,96,6,,79,48,6,19,14,12,4,17,70.83,7,29.17
2006-09-12,2734,224,8.19,220,98.21,4,1,138,67,25,38,20,13,4,15,75,5,25
2006-09-13,1724,153,8.87,150,98.04,3,,104,32,13,18,7,11,4,14,66.67,7,33.33
2006-09-14,145,31,21.38,29,93.55,2,,16,10,7,4,2,1,,3,27.27,8,72.73
2006-09-15,22,25,113.64,24,96,1,,14,10,2,2,1,1,3,,0,1,100
2006-09-16,12,23,191.67,23,100,0,,15,6,1,3,,2,2,2,33.33,4,66.67
2006-09-17,6,15,250,15,100,0,,11,4,3,2,1,1,,,0,1,100
2006-09-18,1689,158,9.35,155,98.1,3,,94,48,14,26,16,16,3,13,76.47,4,23.53
2006-09-19,2336,197,8.43,191,96.95,6,,125,55,12,30,15,21,1,11,84.62,2,15.38
2006-09-20,1901,125,6.58,122,97.6,3,1,91,23,11,16,8,13,2,8,61.54,5,38.46
2006-09-21,2116,190,8.98,188,98.95,2,,127,43,23,22,14,12,3,18,85.71,3,14.29
2006-09-22,950,70,7.37,70,100,0,,47,18,7,7,3,8,,5,71.43,2,28.57
2006-09-23,1017,109,10.72,107,98.17,2,1,64,35,14,18,9,7,2,8,61.54,5,38.46
2006-09-24,179,30,16.76,27,90,3,,19,8,1,4,2,2,1,,0,3,100
2006-09-25,41,15,36.59,15,100,0,,8,6,3,1,,2,,1,5.88,16,94.12
2006-09-26,16,17,106.25,17,100,0,,16,1,1,1,1,2,1,,0,3,100
2006-09-27,197,39,19.8,39,100,0,,21,12,4,6,6,6,1,6,54.55,5,45.45
2006-09-28,187,41,21.93,39,95.12,2,,29,7,7,3,1,4,1,3,33.33,6,66.67
2006-09-29,88,23,26.14,21,91.3,2,1,13,6,2,1,1,2,2,2,33.33,4,66.67
2006-09-30,21,9,42.86,7,77.78,2,,4,2,,3,2,,1,1,25,3,75
