Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-08-01,95,9,9.47,9,100,0,,4,4,2,1,1,,,1,14.29,6,85.71
2007-08-02,117,6,5.13,4,66.67,2,,1,2,,1,,,2,1,20,4,80
2007-08-03,123,5,4.07,5,100,0,,,4,,1,,1,,1,12.5,7,87.5
2007-08-04,95,15,15.79,15,100,0,1,8,5,1,1,1,3,,2,40,3,60
2007-08-05,91,12,13.19,12,100,0,,4,3,1,1,1,2,,5,71.43,2,28.57
2007-08-06,147,10,6.8,10,100,0,,5,2,,2,1,1,,3,60,2,40
2007-08-07,165,9,5.45,8,88.89,1,,1,5,1,2,,,1,2,66.67,1,33.33
2007-08-08,135,8,5.93,7,87.5,1,,3,2,1,1,1,1,2,2,40,3,60
2007-08-09,120,13,10.83,13,100,0,,6,4,,4,2,2,3,3,33.33,6,66.67
2007-08-10,104,12,11.54,12,100,0,,6,4,,1,1,,2,2,40,3,60
2007-08-11,128,8,6.25,8,100,0,,1,7,1,,,,2,,0,5,100
2007-08-12,98,13,13.27,13,100,0,,7,4,,6,4,,1,2,28.57,5,71.43
2007-08-13,133,10,7.52,9,90,1,,6,2,2,2,1,,1,1,25,3,75
2007-08-14,108,12,11.11,12,100,0,,6,4,1,2,1,,1,2,25,6,75
2007-08-15,121,12,9.92,12,100,0,,8,4,,1,,1,2,,0,6,100
2007-08-16,126,11,8.73,8,72.73,3,,3,3,2,2,2,,1,2,28.57,5,71.43
2007-08-17,105,8,7.62,7,87.5,1,,3,4,1,1,,2,,,0,3,100
2007-08-18,134,16,11.94,14,87.5,2,,7,7,,3,2,1,1,,0,4,100
2007-08-19,147,25,17.01,25,100,0,,11,12,1,6,3,,,2,50,2,50
2007-08-20,127,10,7.87,9,90,1,,4,3,1,2,1,1,,2,40,3,60
2007-08-21,146,11,7.53,11,100,0,,5,5,,1,,2,,1,50,1,50
2007-08-22,125,14,11.2,13,92.86,1,,6,4,,2,,3,2,3,42.86,4,57.14
2007-08-23,128,7,5.47,7,100,0,,2,2,,,,2,2,3,75,1,25
2007-08-24,120,8,6.67,7,87.5,1,,4,1,2,1,,1,,2,28.57,5,71.43
2007-08-25,136,17,12.5,16,94.12,1,,10,4,1,1,,1,2,2,40,3,60
2007-08-26,139,15,10.79,15,100,0,,4,10,1,2,1,1,,1,33.33,2,66.67
2007-08-27,117,10,8.55,8,80,2,,3,4,,,,1,,1,33.33,2,66.67
2007-08-28,123,11,8.94,9,81.82,2,,4,2,,1,1,,1,3,75,1,25
2007-08-29,137,10,7.3,9,90,1,,4,3,,2,1,,2,2,33.33,4,66.67
2007-08-30,122,12,9.84,12,100,0,1,4,6,,4,1,1,1,2,40,3,60
2007-08-31,142,12,8.45,12,100,0,,3,7,,3,2,1,,2,40,3,60
