Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-12-01,1556,76,4.88,65,85.53,11,,46,4,1,1,1,1,44,15,65.22,8,34.78
2006-12-02,1556,83,5.33,67,80.72,16,,44,9,,3,1,2,46,14,53.85,12,46.15
2006-12-03,1609,88,5.47,74,84.09,14,,55,7,1,,,1,49,12,75,4,25
2006-12-04,1639,101,6.16,83,82.18,18,,60,12,,4,1,2,53,11,50,11,50
2006-12-05,1618,86,5.32,67,77.91,19,,40,12,1,1,1,2,42,15,65.22,8,34.78
2006-12-06,1666,70,4.2,55,78.57,15,1,35,8,,3,2,1,32,12,66.67,6,33.33
2006-12-07,673,32,4.75,27,84.38,5,,24,3,,1,,2,22,,0,7,100
2006-12-08,588,41,6.97,30,73.17,11,,16,8,,,,1,23,6,75,2,25
2006-12-09,580,31,5.34,25,80.65,6,,20,2,1,,,3,13,3,37.5,5,62.5
2006-12-10,664,36,5.42,32,88.89,4,1,26,2,2,,,,22,4,50,4,50
2006-12-11,623,35,5.62,27,77.14,8,,17,7,2,1,,1,16,3,60,2,40
2006-12-12,611,35,5.73,29,82.86,6,,20,5,1,,,3,16,4,57.14,3,42.86
2006-12-13,626,35,5.59,30,85.71,5,,13,4,,,,1,16,13,76.47,4,23.53
2006-12-14,690,36,5.22,32,88.89,4,1,16,5,,,,2,17,11,78.57,3,21.43
2006-12-15,641,30,4.68,21,70,9,,13,3,,2,,,10,5,62.5,3,37.5
2006-12-16,666,35,5.26,31,88.57,4,,24,2,1,1,1,,20,5,50,5,50
2006-12-17,671,53,7.9,46,86.79,7,,33,5,1,1,,1,30,8,61.54,5,38.46
2006-12-18,692,42,6.07,36,85.71,6,,23,6,,,,1,25,7,87.5,1,12.5
2006-12-19,712,49,6.88,41,83.67,8,,24,8,2,3,2,1,26,9,64.29,5,35.71
2006-12-20,902,52,5.76,46,88.46,6,1,35,5,,1,1,1,29,6,66.67,3,33.33
2006-12-21,1455,64,4.4,56,87.5,8,,46,3,2,1,1,,37,7,63.64,4,36.36
2006-12-22,1203,62,5.15,57,91.94,5,,40,9,1,1,1,1,41,8,80,2,20
2006-12-23,1225,62,5.06,47,75.81,15,,38,7,1,2,1,1,25,2,40,3,60
2006-12-24,1294,81,6.26,68,83.95,13,,43,6,2,3,1,,42,19,59.38,13,40.63
2006-12-25,1145,60,5.24,49,81.67,11,,34,8,2,1,1,,41,7,53.85,6,46.15
2006-12-26,1917,93,4.85,80,86.02,13,1,55,9,,2,1,1,54,16,69.57,7,30.43
2006-12-28,1134,0,0,0,,0,,,,,,,,,,,0,
2006-12-29,960,51,5.31,43,84.31,8,,29,7,2,2,2,1,27,7,41.18,10,58.82
2006-12-30,706,40,5.67,36,90,4,,22,6,,2,2,1,24,8,53.33,7,46.67
2006-12-31,1040,40,3.85,32,80,8,,23,5,,1,,1,23,4,26.67,11,73.33
