Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-09-01,161,10,6.21,10,100,0,,6,3,,5,3,,1,1,10,9,90
2007-09-02,153,6,3.92,6,100,0,,4,2,1,2,1,1,1,,0,2,100
2007-09-03,176,6,3.41,5,83.33,1,,1,2,,,,,,2,66.67,1,33.33
2007-09-04,150,11,7.33,9,81.82,2,,2,5,,4,3,,,2,33.33,4,66.67
2007-09-05,146,7,4.79,7,100,0,1,3,3,,,,1,,1,50,1,50
2007-09-06,151,9,5.96,9,100,0,,6,2,,2,1,,,1,25,3,75
2007-09-07,149,10,6.71,10,100,0,,3,4,,1,,1,,3,75,1,25
2007-09-08,139,17,12.23,16,94.12,1,,7,5,,2,1,,1,4,80,1,20
2007-09-09,154,20,12.99,20,100,0,,11,8,1,8,5,,3,1,25,3,75
2007-09-10,156,12,7.69,10,83.33,2,,2,4,,2,2,1,,4,44.44,5,55.56
2007-09-11,150,12,8,10,83.33,2,,5,3,1,2,2,2,,2,40,3,60
2007-09-12,154,6,3.9,5,83.33,1,,3,2,,1,1,,,,0,3,100
2007-09-13,144,12,8.33,12,100,0,,5,5,3,4,,,1,2,28.57,5,71.43
2007-09-14,136,12,8.82,10,83.33,2,,5,5,2,4,1,1,,,0,1,100
2007-09-15,119,11,9.24,10,90.91,1,,4,3,,1,1,,,3,60,2,40
2007-09-16,181,12,6.63,11,91.67,1,,4,5,1,1,,2,1,2,50,2,50
2007-09-17,181,19,10.5,19,100,0,,9,7,2,3,,3,2,3,42.86,4,57.14
2007-09-18,113,14,12.39,13,92.86,1,,7,5,,4,1,,,1,33.33,2,66.67
2007-09-19,155,8,5.16,7,87.5,1,,5,1,,2,1,,2,1,33.33,2,66.67
2007-09-20,137,19,13.87,19,100,0,,10,7,4,4,2,1,1,2,66.67,1,33.33
2007-09-21,152,15,9.87,14,93.33,1,,9,2,3,2,,2,,3,60,2,40
2007-09-22,94,7,7.45,7,100,0,,3,3,,1,,1,,1,25,3,75
2007-09-23,13,20,153.85,18,90,2,,6,8,1,5,2,1,1,4,57.14,3,42.86
2007-09-24,132,6,4.55,6,100,0,,4,2,,2,2,,2,,0,2,100
2007-09-25,172,14,8.14,13,92.86,1,,7,3,,3,2,,2,3,50,3,50
2007-09-26,119,10,8.4,7,70,3,,2,1,2,1,,,1,4,80,1,20
2007-09-27,164,16,9.76,15,93.75,1,,9,3,2,4,1,,1,3,37.5,5,62.5
2007-09-28,158,21,13.29,21,100,0,,13,3,2,7,4,2,,5,71.43,2,28.57
2007-09-29,132,10,7.58,9,90,1,,6,2,1,2,,,1,1,50,1,50
2007-09-30,163,19,11.66,19,100,0,,7,11,3,3,2,,2,1,20,4,80
