Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-07-01,228,18,7.89,18,100,0,,6,10,,4,1,2,1,2,22.22,7,77.78
2007-07-02,157,21,13.38,21,100,0,,9,11,3,6,3,1,1,1,50,1,50
2007-07-03,160,16,10,15,93.75,1,,8,5,1,5,1,1,1,2,50,2,50
2007-07-04,164,13,7.93,11,84.62,2,,4,5,1,,,,,2,33.33,4,66.67
2007-07-05,194,16,8.25,14,87.5,2,,6,6,3,4,2,,1,2,22.22,7,77.78
2007-07-06,129,12,9.3,12,100,0,,6,5,1,,,,3,1,20,4,80
2007-07-07,193,21,10.88,21,100,0,,7,14,5,7,4,,1,,0,5,100
2007-07-08,169,9,5.33,9,100,0,,3,3,1,2,1,2,,3,60,2,40
2007-07-09,219,20,9.13,18,90,2,,9,7,2,3,1,,,2,33.33,4,66.67
2007-07-10,184,21,11.41,20,95.24,1,,7,9,4,3,2,,1,4,57.14,3,42.86
2007-07-11,153,15,9.8,14,93.33,1,,9,,1,3,3,,,5,71.43,2,28.57
2007-07-12,199,16,8.04,16,100,0,,10,3,4,6,3,,1,3,75,1,25
2007-07-13,166,27,16.27,26,96.3,1,,12,11,,3,,,1,3,42.86,4,57.14
2007-07-14,172,9,5.23,9,100,0,,5,4,,1,,3,1,,0,6,100
2007-07-15,178,17,9.55,15,88.24,2,,9,5,1,4,2,1,2,1,25,3,75
2007-07-16,207,22,10.63,20,90.91,2,,8,8,2,3,,,2,4,44.44,5,55.56
2007-07-17,215,20,9.3,19,95,1,,10,7,,1,1,1,1,2,40,3,60
2007-07-18,151,10,6.62,9,90,1,,4,3,,1,1,2,3,2,40,3,60
2007-07-19,140,15,10.71,14,93.33,1,,5,7,1,6,3,1,,2,33.33,4,66.67
2007-07-20,56,5,8.93,4,80,1,,2,2,,2,1,,,,0,2,100
2007-07-21,55,4,7.27,4,100,0,,3,1,1,1,,,,,0,3,100
2007-07-22,62,7,11.29,7,100,0,,6,,,1,1,3,,1,33.33,2,66.67
2007-07-23,70,2,2.86,2,100,0,,1,1,,,,,,,0,4,100
2007-07-24,56,5,8.93,5,100,0,,2,2,,1,,,,1,33.33,2,66.67
2007-07-25,47,4,8.51,4,100,0,,3,1,,,,1,,,0,10,100
2007-07-26,49,8,16.33,8,100,0,,6,2,,,,,1,,0,4,100
2007-07-27,32,3,9.38,3,100,0,,2,1,1,,,,,,0,4,100
2007-07-28,41,5,12.2,5,100,0,,,3,,1,,,,2,25,6,75
2007-07-29,36,5,13.89,5,100,0,,1,3,1,,,,1,1,33.33,2,66.67
2007-07-31,40,2,5,2,100,0,,1,1,,1,1,,,,0,1,100
