Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-11-01,3,3,100,3,100,0,,3,,,2,1,,,,0,3,100
2006-11-02,7,5,71.43,5,100,0,,5,,,2,1,1,,,0,5,100
2006-11-03,1,2,200,2,100,0,,2,,,1,1,,,,0,6,100
2006-11-04,11,2,18.18,2,100,0,,2,,,1,,,,,0,8,100
2006-11-05,3,0,0,0,,0,,,,,,,,,,0,2,100
2006-11-06,,2,,2,100,0,1,2,,,,,,,,0,5,100
2006-11-07,2,1,50,1,100,0,,,1,,,,,,,0,8,100
2006-11-08,4,5,125,5,100,0,,2,3,1,,,2,,,0,9,100
2006-11-09,10,3,30,3,100,0,,2,1,1,,,1,,,0,7,100
2006-11-10,11,2,18.18,2,100,0,,2,,,,,,,,0,8,100
2006-11-11,2,5,250,5,100,0,,3,1,1,1,1,,,1,16.67,5,83.33
2006-11-12,1,4,400,4,100,0,,3,1,,1,,,1,,0,5,100
2006-11-13,6,5,83.33,4,80,1,,3,1,2,1,,,,,0,6,100
2006-11-14,1,4,400,4,100,0,,2,1,,1,,1,,1,12.5,7,87.5
2006-11-15,3,5,166.67,5,100,0,,4,1,1,2,,,,,0,5,100
2006-11-16,5,2,40,2,100,0,,2,,,1,,,,,0,4,100
2006-11-17,5,2,40,2,100,0,,1,1,,1,,1,,,0,2,100
2006-11-18,3,1,33.33,1,100,0,,1,,,,,,,,0,3,100
2006-11-19,2,2,100,2,100,0,,1,1,,,,,,,0,1,100
2006-11-20,1,1,100,1,100,0,,1,,,,,,,,0,6,100
2006-11-21,7,1,14.29,1,100,0,,,1,,,,,,,0,4,100
2006-11-22,1,2,200,2,100,0,,1,1,,1,,,,,0,4,100
2006-11-23,2,2,100,2,100,0,,2,,,1,,,,,0,8,100
2006-11-24,3,1,33.33,1,100,0,,,1,,,,,,,0,7,100
2006-11-25,4,0,0,0,,0,,,,,,,,,,0,3,100
2006-11-26,,0,,0,,0,,,,,,,,,,0,3,100
2006-11-27,2,6,300,6,100,0,,2,3,,2,2,1,1,1,12.5,7,87.5
2006-11-28,1,2,200,2,100,0,,1,1,1,,,,,,0,6,100
2006-11-29,3,4,133.33,4,100,0,,2,2,,2,,1,,,0,4,100
2006-11-30,5,1,20,1,100,0,,,,,1,,,,1,33.33,2,66.67
