Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-10-01,37,2,5.41,1,50,1,,,1,,1,1,,,,0,4,100
2006-10-02,37,6,16.22,5,83.33,1,,1,4,,2,1,,,,0,2,100
2006-10-03,31,4,12.9,4,100,0,,2,2,1,,,,1,,0,4,100
2006-10-04,31,4,12.9,4,100,0,,2,,1,1,1,,,2,66.67,1,33.33
2006-10-05,41,6,14.63,5,83.33,1,,4,1,1,1,,,,,0,1,100
2006-10-06,33,3,9.09,3,100,0,,1,2,1,1,,,,,0,2,100
2006-10-07,40,5,12.5,5,100,0,1,4,,,,,1,,1,20,4,80
2006-10-08,23,3,13.04,3,100,0,,,1,,,,,,2,50,2,50
2006-10-09,40,2,5,2,100,0,,,1,,,,,1,1,14.29,6,85.71
2006-10-10,28,4,14.29,3,75,1,,2,1,,,,1,,,0,2,100
2006-10-11,42,5,11.9,5,100,0,,3,1,,,,,,1,25,3,75
2006-10-12,48,4,8.33,4,100,0,,4,,,,,,1,,0,2,100
2006-10-13,42,4,9.52,4,100,0,,3,,,1,1,2,,1,25,3,75
2006-10-14,38,3,7.89,3,100,0,,2,1,,1,,1,,,0,2,100
2006-10-15,39,5,12.82,5,100,0,,5,,,,,1,,,0,7,100
2006-10-16,43,4,9.3,4,100,0,,,1,,1,,,,3,50,3,50
2006-10-17,38,5,13.16,5,100,0,,3,1,,1,1,1,,1,50,1,50
2006-10-18,29,3,10.34,3,100,0,1,3,,,,,2,1,,0,1,100
2006-10-19,42,3,7.14,3,100,0,,1,1,,1,,,,1,33.33,2,66.67
2006-10-20,35,1,2.86,1,100,0,,,1,,,,,,,0,3,100
2006-10-21,24,2,8.33,1,50,1,,,1,,,,,1,,0,5,100
2006-10-22,36,4,11.11,4,100,0,,3,,,,,1,,1,33.33,2,66.67
2006-10-23,36,4,11.11,4,100,0,,3,1,,,,1,,,0,3,100
2006-10-25,52,7,13.46,7,100,0,,1,2,,,,1,1,4,66.67,2,33.33
2006-10-26,35,2,5.71,2,100,0,,1,1,1,,,,,,0,3,100
2006-10-27,42,2,4.76,2,100,0,,1,1,2,,,,,,0,1,100
2006-10-28,26,5,19.23,5,100,0,1,3,2,1,2,1,,,,0,2,100
2006-10-29,43,5,11.63,5,100,0,,3,2,,,,,1,,0,4,100
2006-10-30,39,7,17.95,7,100,0,,1,4,1,1,,,1,2,33.33,4,66.67
2006-10-31,42,3,7.14,2,66.67,1,,1,1,,,,,1,,0,1,100
