Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-11-01,1042,62,5.95,59,95.16,3,,39,12,,1,1,2,40,8,50,8,50
2006-11-02,1054,64,6.07,56,87.5,8,,35,8,2,,,1,41,13,86.67,2,13.33
2006-11-03,909,46,5.06,44,95.65,2,,35,2,1,2,2,1,23,7,70,3,30
2006-11-04,1039,65,6.26,57,87.69,8,1,33,11,,1,1,,37,13,68.42,6,31.58
2006-11-05,949,48,5.06,45,93.75,3,,30,7,,1,1,1,30,8,80,2,20
2006-11-06,1022,67,6.56,64,95.52,3,,39,11,2,,,4,36,14,82.35,3,17.65
2006-11-07,1074,53,4.93,45,84.91,8,,29,7,2,,,,27,9,81.82,2,18.18
2006-11-08,1402,59,4.21,50,84.75,9,,31,8,,1,1,,41,11,45.83,13,54.17
2006-11-09,2770,55,1.99,51,92.73,4,,36,10,,3,1,,37,5,83.33,1,16.67
2006-11-10,932,38,4.08,31,81.58,7,,23,2,1,,,,24,6,66.67,3,33.33
2006-11-11,1058,61,5.77,54,88.52,7,,36,8,,,,2,31,10,66.67,5,33.33
2006-11-12,1047,59,5.64,50,84.75,9,,34,8,1,2,,1,34,8,66.67,4,33.33
2006-11-13,1001,58,5.79,46,79.31,12,,36,4,1,2,2,3,21,6,66.67,3,33.33
2006-11-14,964,54,5.6,47,87.04,7,,21,11,,1,,,35,15,68.18,7,31.82
2006-11-15,1026,56,5.46,54,96.43,2,,30,15,,2,,1,32,9,60,6,40
2006-11-16,1015,53,5.22,44,83.02,9,,25,8,1,1,1,3,34,11,78.57,3,21.43
2006-11-17,1009,57,5.65,50,87.72,7,,24,10,1,1,,2,35,16,72.73,6,27.27
2006-11-18,1017,55,5.41,42,76.36,13,,33,4,1,,,,26,5,55.56,4,44.44
2006-11-19,1003,56,5.58,50,89.29,6,1,37,4,1,1,1,2,34,9,60,6,40
2006-11-20,995,55,5.53,48,87.27,7,,31,7,2,,,,30,10,76.92,3,23.08
2006-11-21,996,58,5.82,51,87.93,7,,32,11,,2,2,1,38,8,57.14,6,42.86
2006-11-22,1155,71,6.15,59,83.1,12,,34,12,,2,1,1,38,13,76.47,4,23.53
2006-11-23,1711,90,5.26,77,85.56,13,,56,10,2,3,1,2,51,11,64.71,6,35.29
2006-11-24,1425,69,4.84,52,75.36,17,1,32,11,1,,,,36,9,75,3,25
2006-11-25,1630,84,5.15,70,83.33,14,,45,8,1,3,1,2,46,17,70.83,7,29.17
2006-11-26,1714,81,4.73,70,86.42,11,,41,12,1,1,1,1,52,17,68,8,32
2006-11-27,1581,81,5.12,64,79.01,17,,42,10,2,4,2,1,39,12,70.59,5,29.41
2006-11-28,1620,102,6.3,88,86.27,14,,65,12,3,3,3,2,53,11,55,9,45
2006-11-29,1587,81,5.1,69,85.19,12,2,43,8,1,2,2,2,47,18,66.67,9,33.33
2006-11-30,1593,87,5.46,73,83.91,14,1,44,10,1,3,1,2,48,19,86.36,3,13.64
