Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-09-01,292,19,6.51,17,89.47,2,1,9,2,,,,1,14,6,66.67,3,33.33
2006-09-02,377,23,6.1,17,73.91,6,,12,4,,,,,15,1,33.33,2,66.67
2006-09-03,393,19,4.83,15,78.95,4,,11,3,,,,,13,1,33.33,2,66.67
2006-09-04,405,27,6.67,23,85.19,4,,14,5,1,1,,1,15,4,40,6,60
2006-09-05,331,8,2.42,8,100,0,,2,4,,1,,1,3,2,25,6,75
2006-09-06,363,15,4.13,7,46.67,8,,6,1,,,,,4,,0,1,100
2006-09-07,363,28,7.71,22,78.57,6,,15,5,,1,1,,14,2,28.57,5,71.43
2006-09-08,381,14,3.67,10,71.43,4,,4,2,,,,,10,4,66.67,2,33.33
2006-09-09,358,24,6.7,18,75,6,,13,1,,,,1,14,4,50,4,50
2006-09-10,386,24,6.22,23,95.83,1,,14,4,,1,1,1,21,5,50,5,50
2006-09-11,404,18,4.46,14,77.78,4,,6,3,,2,,1,10,5,71.43,2,28.57
2006-09-12,425,18,4.24,13,72.22,5,,7,1,1,1,1,,10,5,62.5,3,37.5
2006-09-13,566,35,6.18,30,85.71,5,1,21,4,,2,1,1,21,5,50,5,50
2006-09-14,622,37,5.95,30,81.08,7,,24,2,,,,1,23,4,50,4,50
2006-09-15,677,50,7.39,42,84,8,,31,7,,1,,3,30,4,28.57,10,71.43
2006-09-16,786,45,5.73,41,91.11,4,,36,3,,1,1,,28,2,33.33,4,66.67
2006-09-17,879,55,6.26,51,92.73,4,,32,7,,,,,32,12,66.67,6,33.33
2006-09-18,869,62,7.13,54,87.1,8,,38,10,,1,,,35,6,60,4,40
2006-09-19,826,56,6.78,50,89.29,6,,33,12,1,5,4,5,27,5,50,5,50
2006-09-20,945,63,6.67,60,95.24,3,1,38,8,,,,3,39,14,77.78,4,22.22
2006-09-21,914,55,6.02,51,92.73,4,,32,9,,1,1,5,28,10,62.5,6,37.5
2006-09-22,828,58,7,54,93.1,4,2,33,14,1,3,2,3,33,7,77.78,2,22.22
2006-09-23,852,52,6.1,44,84.62,8,,28,7,2,1,1,,25,9,64.29,5,35.71
2006-09-24,958,75,7.83,68,90.67,7,,45,10,1,4,3,2,38,13,68.42,6,31.58
2006-09-25,944,76,8.05,67,88.16,9,,40,10,3,1,1,1,45,17,77.27,5,22.73
2006-09-26,917,64,6.98,56,87.5,8,1,41,7,2,3,1,3,32,8,80,2,20
2006-09-27,973,72,7.4,67,93.06,5,,42,13,3,3,3,,32,12,66.67,6,33.33
2006-09-28,926,65,7.02,53,81.54,12,,39,9,2,4,4,1,31,5,62.5,3,37.5
2006-09-29,1011,68,6.73,51,75,17,,36,5,,2,2,,31,10,62.5,6,37.5
2006-09-30,711,56,7.88,18,32.14,38,,10,4,,1,1,1,8,4,66.67,2,33.33
