Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-10-01,54,7,12.96,6,85.71,1,,3,,,1,,,2,3,42.86,4,57.14
2006-10-02,57,4,7.02,3,75,1,,1,2,,1,,,1,,0,2,100
2006-10-03,60,3,5,3,100,0,,2,,,1,,1,,1,20,4,80
2006-10-04,1054,59,5.6,47,79.66,12,,32,8,1,2,1,3,22,7,87.5,1,12.5
2006-10-05,1202,86,7.15,77,89.53,9,,50,10,1,1,,5,37,17,89.47,2,10.53
2006-10-06,991,49,4.94,41,83.67,8,,30,6,,2,1,1,25,5,62.5,3,37.5
2006-10-07,1180,85,7.2,73,85.88,12,,52,8,,1,,3,44,13,54.17,11,45.83
2006-10-08,1072,84,7.84,79,94.05,5,,46,10,1,4,3,4,43,23,82.14,5,17.86
2006-10-09,1035,74,7.15,62,83.78,12,,38,10,2,2,2,2,38,14,58.33,10,41.67
2006-10-10,1042,58,5.57,48,82.76,10,1,32,12,2,2,,3,28,4,57.14,3,42.86
2006-10-11,944,62,6.57,54,87.1,8,,34,3,1,2,2,1,30,17,77.27,5,22.73
2006-10-12,923,47,5.09,44,93.62,3,,33,7,,1,,1,21,4,57.14,3,42.86
2006-10-13,815,52,6.38,43,82.69,9,,27,7,2,2,2,,22,9,64.29,5,35.71
2006-10-14,853,56,6.57,49,87.5,7,,30,8,1,5,1,1,23,11,84.62,2,15.38
2006-10-15,978,60,6.13,56,93.33,4,,36,7,,3,2,1,37,13,61.9,8,38.1
2006-10-16,1201,49,4.08,43,87.76,6,,28,8,,,,1,25,7,58.33,5,41.67
2006-10-17,879,48,5.46,43,89.58,5,1,27,9,2,1,,1,29,7,70,3,30
2006-10-18,914,62,6.78,56,90.32,6,1,31,14,1,1,1,2,35,11,91.67,1,8.33
2006-10-19,928,62,6.68,57,91.94,5,,33,13,1,2,,3,31,11,78.57,3,21.43
2006-10-20,820,44,5.37,43,97.73,1,2,27,12,,1,1,2,26,4,40,6,60
2006-10-21,889,58,6.52,50,86.21,8,,35,6,,,,2,35,9,52.94,8,47.06
2006-10-22,983,70,7.12,64,91.43,6,,43,11,1,1,,1,41,10,71.43,4,28.57
2006-10-23,854,60,7.03,53,88.33,7,,40,8,1,,,3,37,5,41.67,7,58.33
2006-10-25,953,50,5.25,44,88,6,,33,5,,4,3,4,24,6,75,2,25
2006-10-26,1016,70,6.89,58,82.86,12,,42,7,1,4,1,1,36,9,60,6,40
2006-10-27,949,50,5.27,43,86,7,,26,6,2,2,1,,26,11,84.62,2,15.38
2006-10-28,998,77,7.72,69,89.61,8,,51,15,1,1,1,5,41,3,42.86,4,57.14
2006-10-29,1097,70,6.38,60,85.71,10,1,44,7,1,1,,2,41,9,64.29,5,35.71
2006-10-30,1039,50,4.81,43,86,7,,27,8,,2,1,2,27,8,47.06,9,52.94
2006-10-31,1141,63,5.52,56,88.89,7,1,37,3,1,,,1,40,16,84.21,3,15.79
