Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-03-01,2,2,100,2,100,0,,1,1,,1,1,,,,0,5,100
2007-03-02,4,0,0,0,,0,,,,,,,,,,0,6,100
2007-03-03,3,1,33.33,1,100,0,,1,,,,,,,,0,7,100
2007-03-04,1,0,0,0,,0,,,,,,,,,,0,5,100
2007-03-05,1,2,200,2,100,0,,1,,,,,,1,1,14.29,6,85.71
2007-03-06,4,0,0,0,,0,,,,,,,,,,0,4,100
2007-03-07,2,1,50,1,100,0,,1,,,,,,1,,0,4,100
2007-03-08,3,1,33.33,1,100,0,,,1,1,,,,,,0,5,100
2007-03-09,2,3,150,3,100,0,,3,,,,,,,,0,1,100
2007-03-10,12,2,16.67,2,100,0,,2,,,,,,,,0,2,100
2007-03-11,10,1,10,1,100,0,,1,,1,,,,,,0,3,100
2007-03-12,1,3,300,3,100,0,1,2,1,1,1,1,,1,,0,5,100
2007-03-13,3,2,66.67,2,100,0,,1,1,,,,,,,0,3,100
2007-03-14,5,2,40,2,100,0,,2,,1,,,,,,0,4,100
2007-03-15,2,1,50,1,100,0,,1,,,,,,,,0,7,100
2007-03-16,1,0,0,0,,0,,,,,,,,,,,0,
2007-03-17,1,0,0,0,,0,,,,,,,,,,0,6,100
2007-03-18,2,3,150,3,100,0,,3,,,,,1,,,0,2,100
2007-03-19,1,3,300,3,100,0,,3,,,,,,1,,0,3,100
2007-03-20,5,3,60,3,100,0,,2,,1,,,1,,1,14.29,6,85.71
2007-03-21,8,0,0,0,,0,,,,,,,,,,0,1,100
2007-03-22,,0,,0,,0,,,,,,,,,,0,8,100
2007-03-23,6,0,0,0,,0,,,,,,,,,,,0,
2007-03-24,3,3,100,3,100,0,,1,2,,,,,,,0,5,100
2007-03-25,1,1,100,1,100,0,1,,1,,,,,,,0,3,100
2007-03-26,1,0,0,0,,0,,,,,,,,,,0,3,100
2007-03-27,,0,,0,,0,,,,,,,,,,,0,
2007-03-28,,0,,0,,0,,,,,,,,,,,0,
2007-03-29,1,0,0,0,,0,,,,,,,,,,,0,
2007-03-30,,0,,0,,0,,,,,,,,,,,0,
2007-03-31,2,2,100,2,100,0,,2,,,,,,,,0,5,100
