Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-04-01,38,3,7.89,3,100,0,,1,2,1,,,,,,0,1,100
2007-04-02,49,4,8.16,3,75,1,,1,2,,1,,,,,0,3,100
2007-04-03,70,4,5.71,4,100,0,,4,,,,,,1,,0,3,100
2007-04-04,59,3,5.08,3,100,0,,2,,,1,,1,1,1,50,1,50
2007-04-05,72,3,4.17,3,100,0,,1,2,,1,1,1,,,0,2,100
2007-04-06,58,5,8.62,5,100,0,,3,1,,1,1,,,1,20,4,80
2007-04-07,65,4,6.15,4,100,0,,2,1,,,,1,1,1,16.67,5,83.33
2007-04-08,58,4,6.9,4,100,0,,1,1,,1,1,,1,2,28.57,5,71.43
2007-04-09,71,7,9.86,7,100,0,,4,2,1,1,,,,1,50,1,50
2007-04-10,59,6,10.17,6,100,0,,1,3,1,1,,,,2,22.22,7,77.78
2007-04-11,76,8,10.53,8,100,0,,5,3,2,,,1,1,,0,3,100
2007-04-12,44,3,6.82,3,100,0,,2,,,,,,,1,50,1,50
2007-04-13,70,5,7.14,5,100,0,,5,,,,,,1,,0,2,100
2007-04-14,75,7,9.33,7,100,0,,7,,,1,1,1,2,,0,1,100
2007-04-15,52,7,13.46,7,100,0,,3,2,2,,,,,2,40,3,60
2007-04-16,53,6,11.32,5,83.33,1,,3,2,,2,1,,1,,0,2,100
2007-04-17,68,5,7.35,5,100,0,,3,,,,,2,,2,66.67,1,33.33
2007-04-18,46,6,13.04,6,100,0,,6,,,1,,,,,0,4,100
2007-04-19,43,5,11.63,5,100,0,,5,,,,,,,,0,3,100
2007-04-20,52,6,11.54,6,100,0,,4,1,,1,1,,,1,50,1,50
2007-04-21,66,3,4.55,3,100,0,,3,,,,,,,,0,4,100
2007-04-22,50,6,12,6,100,0,,6,,,1,1,,3,,0,3,100
2007-04-23,51,6,11.76,6,100,0,,,2,,,,,,4,50,4,50
2007-04-24,55,6,10.91,6,100,0,,4,2,,,,,,,0,4,100
2007-04-25,40,2,5,2,100,0,,,2,,,,,,,0,5,100
2007-04-26,63,6,9.52,6,100,0,,2,4,,,,,,,0,2,100
2007-04-27,70,4,5.71,4,100,0,,2,2,,2,,,,,0,5,100
2007-04-28,53,4,7.55,4,100,0,,3,1,,,,,1,,0,3,100
2007-04-29,52,4,7.69,4,100,0,,3,,,1,1,,,1,20,4,80
2007-04-30,41,7,17.07,7,100,0,,6,,3,1,1,,,1,33.33,2,66.67
